t,F0,F1,F2,F3,F4,A0,A1,A2,A3,A4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0012159758012881823,0.07632770474448548,0.07632770474448548,0.07632770474448548,0.07632770474448548,0.07632770474448548,0.12651540375030682,0.015442571843839679,-0.015971938632625096,0.0016803538358671987,-0.0011231954907076137
0.0024319516025763646,0.15221008094154603,0.15221008094154603,0.15221008094154603,0.15221008094154603,0.15221008094154603,0.2296887667308273,0.10413186744476305,-0.01432070233030667,-0.04192734501736056,0.031395779862195355
0.003647927403864547,0.22720439828139288,0.22720439828139288,0.22720439828139288,0.22720439828139288,0.22720439828139288,0.316740165281944,0.15134483734287638,0.04946205476353304,-0.024154117540864085,-0.12509449814385962
0.004863903205152729,0.30087310777027765,0.30087310777027765,0.30087310777027765,0.30087310777027765,0.30087310777027765,0.2847726928548973,0.25080917158634136,0.13305059644840728,-0.052490736659695836,-0.2297188327546677
0.006079879006440912,0.3727863945788774,0.3727863945788774,0.3727863945788774,0.3727863945788774,0.3727863945788774,0.40720338033015707,0.293151940683818,0.17197071637812078,-0.0396377725538798,-0.3431281488690861
0.007295854807729094,0.4425246857662498,0.4425246857662498,0.4425246857662498,0.4425246857662498,0.4425246857662498,0.5416291860777546,0.3704487567863852,0.152112818752277,-0.0823734781432468,-0.27945430831238777
0.008511830609017276,0.5096810982482207,0.5096810982482207,0.5096810982482207,0.5096810982482207,0.5096810982482207,0.761989758782866,0.399626570945145,0.1244562196705678,-0.08071817165733872,-0.2802168444116768
0.009727806410305458,0.5738638127277081,0.5738638127277081,0.5738638127277081,0.5738638127277081,0.5738638127277081,0.8153983001676388,0.4801308279542765,0.147103820798615,-0.11434834964402343,-0.2884266977358421
0.010943782211593641,0.6346983597364552,0.6346983597364552,0.6346983597364552,0.6346983597364552,0.6346983597364552,0.854249122031748,0.5222537554566858,0.2199972859630498,-0.09370222549851558,-0.4572121602126826
0.012159758012881824,0.6918298044504244,0.6918298044504244,0.6918298044504244,0.6918298044504244,0.6918298044504244,0.8250807296265238,0.60424872041597,0.2849132848179638,-0.11732244453302218,-0.5382047313629202
