t,F0,A0,F1,A1,F2,A2,F3,A3,F4,A4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000488328938372888,0.06132671772120357,0.23550228302991147,0.06132671772120357,-0.006856801046823083,0.06132671772120357,-0.018557803130629946,0.06132671772120357,0.005102103590753223,0.06132671772120357,0.018993045612749084
0.000976657876745776,0.12242257045002695,0.3507911254223844,0.12242257045002695,0.08967165213666883,0.12242257045002695,-0.08098708751331726,0.12242257045002695,0.012625285220697712,0.12242257045002695,-0.01721136376450766
0.001464986815118664,0.18305756228747155,0.4570042259037487,0.18305756228747155,0.14790078941256266,0.18305756228747155,-0.03359618207805392,0.18305756228747155,-0.08905435686921022,0.18305756228747155,0.11538389425892676
0.001953315753491552,0.2430034322495921,0.4321930785221126,0.2430034322495921,0.24400320056235647,0.2430034322495921,-0.03680958300823937,0.2430034322495921,-0.09549879745010649,0.2430034322495921,0.09430718668082429
0.0024416446918644396,0.3020345135581189,0.5396267361832429,0.3020345135581189,0.2601165380780592,0.3020345135581189,0.012291131064704393,0.3020345135581189,-0.06432131834681076,0.3020345135581189,-0.06743354004718537
0.002929973630237328,0.3599285831649977,0.6796223097553816,0.3599285831649977,0.24905711657151866,0.3599285831649977,0.10569275738947519,0.3599285831649977,-0.050123924790327797,0.3599285831649977,-0.23778413544835403
0.003418302568610216,0.4164676983132448,0.5771387031382943,0.4164676983132448,0.359539238116848,0.4164676983132448,0.13387531785228643,0.4164676983132448,-0.028686890870042562,0.4164676983132448,-0.3857448731047029
0.003906631506983104,0.4714390169843302,0.5271001630154079,0.4714390169843302,0.4337509493694723,0.4714390169843302,0.2415786747492327,0.4714390169843302,-0.1108659317475273,0.4714390169843302,-0.36078668864908736
0.0043949604453559915,0.5246355991440287,0.5062550901075787,0.5246355991440287,0.5165368715300441,0.5246355991440287,0.28390116018128575,0.5246355991440287,-0.11322207185331665,0.5246355991440287,-0.47359955412734683
0.004883289383728879,0.5758571857699882,0.5897447831809877,0.5758571857699882,0.5433131601249084,0.5758571857699882,0.3099352069038898,0.5758571857699882,-0.07105496398135958,0.5758571857699882,-0.627146809953272
0.005371618322101768,0.6249109527286254,0.7542695059437015,0.6249109527286254,0.51918885230775,0.6249109527286254,0.3633303065215572,0.6249109527286254,-0.07377921647450451,0.6249109527286254,-0.6607658896747616
0.005859947260474656,0.6716122366635785,0.7886682435172374,0.6716122366635785,0.5986027265923792,0.6716122366635785,0.31715431727820387,0.6716122366635785,-0.05771380323337459,0.6716122366635785,-0.7024285018809202
0.006348276198847543,0.7157852301622585,0.8904678151812132,0.7157852301622585,0.6490375346139244,0.7157852301622585,0.3214063172226049,0.7157852301622585,-0.14026004534130296,0.7157852301622585,-0.5695542308616868
0.006836605137220432,0.7572636435847488,0.9798672619895987,0.7572636435847488,0.7018075202518652,0.7572636435847488,0.2841026785447992,0.7572636435847488,-0.17825879295073402,0.7572636435847488,-0.47462204688360815
0.00732493407559332,0.7958913310626785,1.1301583430524595,0.7958913310626785,0.7167882198560478,0.7958913310626785,0.22332467696248823,0.7958913310626785,-0.14167163685846137,0.7958913310626785,-0.4967418597618556
0.007813263013966208,0.8315228783114712,1.3851411821101969,0.8315228783114712,0.6639678748584037,0.8315228783114712,0.2335754034148826,0.8315228783114712,-0.142236582502204,0.8315228783114712,-0.4869068205650536
0.008301591952339095,0.864024150044178,1.413548277855562,0.864024150044178,0.727064129363288,0.864024150044178,0.18691368677745832,0.864024150044178,-0.1272301833034604,0.864024150044178,-0.5112419748179201
0.008789920890711983,0.8932727949246135,1.3846557504458037,0.8932727949246135,0.7887168777513532,0.8932727949246135,0.21359772319976283,0.8932727949246135,-0.19449638630004445,0.8932727949246135,-0.42024622942462914
