t,F0,F1,F2,F3,F4,A0,A1,A2,A3,A4
0.0,0,0,0,0,0,0.002311656915442641,0.0014355723443858696,0.0006155209978255158,-0.00016814100579282785,-0.0009709465070250805
0.01001001001001001,0,0,0,0,0,0.0021791463862561498,0.0014499276598803055,0.0006994319346126202,-0.00015435030188677218,-0.0011095193022583863
0.02002002002002002,0,0,0,0,0,0.0024343932153625355,0.0014295277408153068,0.000535435005371256,-0.00018746543290347353,-0.0008249117836460635
0.03003003003003003,0,0,0,0,0,0.002034878824496784,0.0014714359435570653,0.0007734789456952402,-0.0001523742072784859,-0.0012135690830777346
0.04004004004004004,0,0,0,0,0,0.0025311944088816218,0.0014264638219210629,0.0004694976822769171,-0.00020671338400817294,-0.0007099976849573177
0.050050050050050046,0,0,0,0,0,0.0019281818135592238,0.001490487629077368,0.0008280837946688726,-0.00015296083454051577,-0.001282249009181821
0.06006006006006006,0,0,0,0,0,0.0025873734951160415,0.001426789594719652,0.0004288240871418457,-0.00021957133790383336,-0.0006272540795823281
0.07007007007007007,0,0,0,0,0,0.0018867841395465918,0.0014954774916598407,0.000854065122503247,-0.00015003507801080772,-0.0013300808026845466
0.08008008008008008,0,0,0,0,0,0.002600305885949822,0.0014235445116772823,0.0004179888603873643,-0.00022060298773652603,-0.0006093864771357773
0.09009009009009009,0,0,0,0,0,0.0019075378900483104,0.0014893852484379952,0.0008486636749962747,-0.00014521269188812704,-0.0013295872444350294
0.10010010010010009,0,0,0,0,0,0.0025869321736461453,0.0014171036813434548,0.00043992562216843616,-0.00020632978377783703,-0.0006635062921671795
0.11011011011011011,0,0,0,0,0,0.0019769924154640767,0.0014749860154481375,0.0008117216136033229,-0.00014336978483939192,-0.0012805928442580952
0.12012012012012012,0,0,0,0,0,0.002519223027466672,0.0014157610696989042,0.0004901372920827933,-0.00018926634023677265,-0.0007653205753696569
0.13013013013013014,0,0,0,0,0,0.0020957341454678428,0.0014573321639786484,0.0007495312073544991,-0.00014561797241561348,-0.0011917292842017909
0.14014014014014015,0,0,0,0,0,0.0023998168003425907,0.0014275431708975096,0.0005624538621036032,-0.00017686000798957809,-0.0008797467915373043
0.15015015015015015,0,0,0,0,0,0.002224930136613891,0.0014445742701042939,0.0006704072566134557,-0.00015913612227361093,-0.0010632791427376467
0.16016016016016016,0,0,0,0,0,0.002255071390211514,0.0014464090396904196,0.0006451611243115849,-0.0001692670477591961,-0.0010105817474952354
0.17017017017017017,0,0,0,0,0,0.0023419161151785792,0.0014411499794779955,0.0005867227461016312,-0.0001826770440045662,-0.0009022439606025499
0.18018018018018017,0,0,0,0,0,0.002111292847001369,0.0014683022107823082,0.0007270951120196616,-0.00016397973494088847,-0.0011332959684951895
0.19019019019019018,0,0,0,0,0,0.0024515796085580258,0.0014377053650956467,0.0005100373202985276,-0.00020467571499402997,-0.0007620515788378352
0.20020020020020018,0,0,0,0,0,0.0019804689915616175,0.0014866346000196333,0.0007954068511029524,-0.00016039754263290197,-0.0012296318678568499
0.21021021021021022,0,0,0,0,0,0.002551168246655064,0.001429904730409949,0.0004523114686734284,-0.00021537953623882957,-0.0006691154444664735
0.22022022022022023,0,0,0,0,0,0.0019062168394901522,0.001492678025119981,0.0008407577669119337,-0.0001513760958373046,-0.0013025927570095076
0.23023023023023023,0,0,0,0,0,0.002607442875098566,0.0014202202944739557,0.0004213358274866611,-0.0002162009004977183,-0.000625784165645889
0.24024024024024024,0,0,0,0,0,0.001902101915119969,0.0014846553682828754,0.0008559743077478428,-0.00013861187985505523,-0.0013497280638254284
0.2502502502502503,0,0,0,0,0,0.0026186509277276726,0.0014118495118081522,0.0004223264574313281,-0.00020719694863609038,-0.0006377920369432799
0.2602602602602603,0,0,0,0,0,0.0019445505423524457,0.001473542694040132,0.0008391689699615144,-0.00013295557510066406,-0.0013362675769170382
0.2702702702702703,0,0,0,0,0,0.0025816373687797558,0.0014083593445281938,0.00045450759869186083,-0.00019354996430815348,-0.0007086079385059008
0.2802802802802803,0,0,0,0,0,0.0020205858937818342,0.0014651627391717343,0.0007926699178344185,-0.00013976421407252366,-0.0012589034758543705
0.2902902902902903,0,0,0,0,0,0.0024826308622201473,0.0014189441819769048,0.0005137026656345073,-0.0001846329513244083,-0.0008027793150301685
0.3003003003003003,0,0,0,0,0,0.002130727357483491,0.0014583268550091644,0.000723233272134524,-0.00015578590436269652,-0.0011413733834909137
0.3103103103103103,0,0,0,0,0,0.0023338075766484575,0.0014415717045330701,0.000590843546679028,-0.000182195772987575,-0.0009081940883649308
0.3203203203203203,0,0,0,0,0,0.002252583238547594,0.0014537537723407956,0.0006412622508002508,-0.0001778765067173804,-0.0009924108360860023
0.3303303303303303,0,0,0,0,0,0.002184020908308406,0.0014639418206073963,0.0006747622014032378,-0.00017725851374533148,-0.0010347751271861643
0.34034034034034033,0,0,0,0,0,0.0023690471993587955,0.0014481053481465,0.000558574202096121,-0.00019930924423140745,-0.0008369503315060466
0.35035035035035034,0,0,0,0,0,0.002056590790473476,0.0014789194081616108,0.0007531902199868629,-0.000166598956869244,-0.0011648302426291515
0.36036036036036034,0,0,0,0,0,0.0024883757099849117,0.001434542366321188,0.00048739370534234684,-0.00020907515332467978,-0.0007222509761380366
0.37037037037037035,0,0,0,0,0,0.0019590789381278974,0.0014851930872607697,0.0008145539224747664,-0.00015284482630306985,-0.001268886885951241
0.38038038038038036,0,0,0,0,0,0.002590477769259982,0.0014165907742594468,0.00043818843873251977,-0.000207246242142365,-0.0006623969967019054
0.39039039039039036,0,0,0,0,0,0.0019152516154193639,0.0014813226938325248,0.0008498538864632859,-0.0001374978831817741,-0.0013411190401541866
0.40040040040040037,0,0,0,0,0,0.002635398327605127,0.0014056962458225237,0.00041817900276973694,-0.0002029201587411904,-0.0006412518521177464
0.41041041041041043,0,0,0,0,0,0.0019264930989551282,0.0014729657112301723,0.0008539323240745773,-0.00012786805398280645,-0.0013656875457762332
0.42042042042042044,0,0,0,0,0,0.002617552140950065,0.0014058749223141397,0.00043029273824284585,-0.0001991847250174044,-0.000663045420541603
0.43043043043043044,0,0,0,0,0,0.001967244425708827,0.001469981521985057,0.0008261765565599617,-0.00013404006164420264,-0.0013152254512234724
0.44044044044044045,0,0,0,0,0,0.0025458841063821405,0.001416370358521174,0.0004727716034772003,-0.00019581554693515825,-0.0007306879538654679
0.45045045045045046,0,0,0,0,0,0.002039018012645226,0.0014708058874056793,0.0007706807184768252,-0.00015306026582497667,-0.0012043957963008907
0.46046046046046046,0,0,0,0,0,0.0024190446946510515,0.0014365103208253984,0.0005393370446598013,-0.00019428906061740638,-0.000822853903274252
0.47047047047047047,0,0,0,0,0,0.0021538431597520947,0.0014668169748705826,0.0006956085697379255,-0.00017359565434211458,-0.001071808021482064
0.4804804804804805,0,0,0,0,0,0.00226630100929564,0.0014578602622814607,0.0006202424134038044,-0.0001893045094561483,-0.0009364369545970667
0.4904904904904905,0,0,0,0,0,0.0022889424586310407,0.0014560389360862456,0.0006119443858990247,-0.00019016250348579362,-0.0009313626370535436
0.5005005005005005,0,0,0,0,0,0.0021350367837924436,0.001469475661686736,0.0007036463829415886,-0.00017371920415146802,-0.0010794279314528693
0.5105105105105106,0,0,0,0,0,0.0024215045278629652,0.0014393569825637182,0.00053196297240807,-0.0001996581386592448,-0.0008007649247046604
0.5205205205205206,0,0,0,0,0,0.002033325033075841,0.0014725454030250112,0.0007773076671047087,-0.00015274161726234835,-0.0012197338968980617
0.5305305305305306,0,0,0,0,0,0.002545142109765575,0.0014182753667874408,0.00046742005985268495,-0.00019972353881745662,-0.0007121156560129937
0.5405405405405406,0,0,0,0,0,0.001955801557091088,0.001473902245527319,0.0008303980933234621,-0.00013679744909204003,-0.0013167293544812375
0.5505505505505506,0,0,0,0,0,0.002628199343393122,0.001403030801806369,0.0004278248075798278,-0.00019742380677041185,-0.0006645741499674052
0.5605605605605606,0,0,0,0,0,0.001920346277967384,0.001474738921788569,0.0008551254756495269,-0.00012963991261541805,-0.0013627438845470283
0.5705705705705706,0,0,0,0,0,0.00263618366377538,0.001403824713936821,0.0004189604700766911,-0.00020113947054105247,-0.0006431359331445763
0.5805805805805806,0,0,0,0,0,0.0019304966269168588,0.0014765289930541432,0.0008478983516274222,-0.00013383601045269258,-0.001348974378902201
0.5905905905905906,0,0,0,0,0,0.0025819085898015743,0.001416824166169368,0.0004421151180643529,-0.00020664780739137505,-0.0006650714039139335
0.6006006006006006,0,0,0,0,0,0.0019725854856927996,0.0014803544367870745,0.0008097711511450693,-0.00015013252596270108,-0.0012653156940592894
0.6106106106106106,0,0,0,0,0,0.0024887814530976204,0.0014331746785778987,0.0004939096754485124,-0.00020614935864150805,-0.0007423817905046227
0.6206206206206206,0,0,0,0,0,0.002059357796129105,0.001478199089021802,0.0007463173825767955,-0.00016873742754965138,-0.0011431825917899686
0.6306306306306306,0,0,0,0,0,0.002361771709528005,0.001448816150207713,0.0005667612137527612,-0.00019801857755005992,-0.0008548249058384829
0.6406406406406406,0,0,0,0,0,0.0021982330563867732,0.0014632090007241087,0.0006668479661316865,-0.00017976052844934952,-0.0010206662745183119
0.6506506506506506,0,0,0,0,0,0.0022257903129093925,0.0014587613414209525,0.0006499578776967769,-0.00018081378479609163,-0.0009924024086097976
0.6606606606606606,0,0,0,0,0,0.0023521855823764744,0.0014415604959762878,0.0005830607488725974,-0.00018548834227049164,-0.0008987519538642479
0.6706706706706707,0,0,0,0,0,0.002112553983729429,0.0014608730568264716,0.0007312824491910574,-0.0001564189570940295,-0.0011468196766109683
0.6806806806806807,0,0,0,0,0,0.002486038295997244,0.0014217457093070082,0.0005072396596802056,-0.00019044017108622255,-0.0007829266618748855
0.6906906906906907,0,0,0,0,0,0.0020176905416412075,0.0014637222800878175,0.0007988350257653264,-0.00013722972069869256,-0.0012741130087328642
0.7007007007007007,0,0,0,0,0,0.002588039565170534,0.001407906623105249,0.00045049936451030593,-0.0001951726138345157,-0.0006982702875431881
0.7107107107107107,0,0,0,0,0,0.0019382865447873834,0.0014734219706464184,0.00084270014832562,-0.0001326126790164755,-0.0013388340196444622
0.7207207207207207,0,0,0,0,0,0.0026332414633531897,0.0014060566263669977,0.00042118903908566047,-0.00020293106664816458,-0.0006470195981127936
0.7307307307307307,0,0,0,0,0,0.001903152497463894,0.0014838612846193725,0.0008564241145908478,-0.00013860777344126918,-0.0013488388410217735
0.7407407407407407,0,0,0,0,0,0.0026064690083259408,0.0014172380480092276,0.0004236207535031621,-0.00021332727440042092,-0.000628043013764617
0.7507507507507507,0,0,0,0,0,0.0019245022668679503,0.0014886915831212886,0.0008380011652346388,-0.0001494986297389297,-0.0013096147978228316
0.7607607607607607,0,0,0,0,0,0.0025363164203227127,0.0014307093352093924,0.000457411858924014,-0.0002157949247365651,-0.000669042614680641
0.7707707707707707,0,0,0,0,0,0.001991942652493221,0.0014855265485403525,0.0007901529119462353,-0.00016196157243351453,-0.0012194329525962082
0.7807807807807807,0,0,0,0,0,0.0024458945261628807,0.0014387612771970338,0.0005176076338970102,-0.0002042255562996208,-0.0007767424852201834
0.7907907907907907,0,0,0,0,0,0.0021101725038948516,0.0014701607609910264,0.0007198732130195632,-0.00016956551148145893,-0.0011064071439217716
0.8008008008008007,0,0,0,0,0,0.0023298796797193017,0.0014444478073534018,0.0005953962141348501,-0.00018450068296769473,-0.0009165017332781043
0.8108108108108109,0,0,0,0,0,0.0022685540818001082,0.00144530173954431,0.0006374827971277797,-0.00017163217363010716,-0.0009937639885945699
0.8208208208208209,0,0,0,0,0,0.002201744745638464,0.0014501621447511267,0.0006793367824506825,-0.00016281028259762027,-0.0010645485714922726
0.8308308308308309,0,0,0,0,0,0.0024176513621063027,0.0014244611957722991,0.0005550937183231943,-0.00017768160311964226,-0.0008716526924270454
0.8408408408408409,0,0,0,0,0,0.0020856449266503756,0.0014571767638325438,0.0007571200974370506,-0.00014443826703791756,-0.0012044546385881242
0.8508508508508509,0,0,0,0,0,0.0025265447605407726,0.0014152797248281228,0.0004847818643311823,-0.0001914567530494407,-0.0007491605979139134
0.8608608608608609,0,0,0,0,0,0.001981291228376645,0.001470357720838295,0.0008173499243449359,-0.00013794235571167371,-0.00129820400007502
0.8708708708708709,0,0,0,0,0,0.0025964128432024516,0.0014145663645288692,0.00043686519625244494,-0.00020640601284705346,-0.0006614586488438431
0.8808808808808809,0,0,0,0,0,0.0019018169405416356,0.0014870728142260977,0.000851178320667405,-0.00014360523727023917,-0.0013299741085749074
0.8908908908908909,0,0,0,0,0,0.0026155362577895743,0.0014197432549432156,0.00041839035152456297,-0.00021761853407415577,-0.0006197937525490799
0.9009009009009009,0,0,0,0,0,0.0018867006917487313,0.0014950013126956618,0.0008536301713720237,-0.00015074658046439896,-0.001323009275120743
0.9109109109109109,0,0,0,0,0,0.002578534096919547,0.0014273338024322897,0.0004320645735931853,-0.00022073369279399882,-0.0006277166921011716
0.9209209209209209,0,0,0,0,0,0.0019423675230460138,0.0014890269743733412,0.0008243549702391638,-0.00015433623196581782,-0.0012824030606581047
0.9309309309309309,0,0,0,0,0,0.0025117994037939357,0.0014301979838471307,0.0004758648358918968,-0.00020929559691122617,-0.000705156011740952
0.9409409409409409,0,0,0,0,0,0.0020438171343623353,0.0014735051574271108,0.0007676482242883533,-0.000157315264014227,-0.001197245194180148
0.950950950950951,0,0,0,0,0,0.002424412022486747,0.0014300366892824386,0.0005433672886453456,-0.0001870859214685337,-0.0008399585958355673
0.960960960960961,0,0,0,0,0,0.002180650064983569,0.0014522167754318835,0.0006918226069043936,-0.00016076683894997875,-0.0010846039478848
0.970970970970971,0,0,0,0,0,0.002301386207870875,0.0014367264353664514,0.0006246709739652223,-0.0001672026244017459,-0.000984475983250049
0.980980980980981,0,0,0,0,0,0.002332373843593797,0.0014321236101045593,0.0006080034066553516,-0.0001680269458589873,-0.0009606306433860621
0.990990990990991,0,0,0,0,0,0.0021597791801664535,0.001451849635572227,0.0007078433482008278,-0.0001551319422411336,-0.0011165344946088567
1.001001001001001,0,0,0,0,0,0.0024551656063883363,0.0014232036577483049,0.0005284982516195788,-0.00018504716375381965,-0.0008219179351755691
1.011011011011011,0,0,0,0,0,0.0020334589104597342,0.0014698169463099118,0.0007806745150281546,-0.00014929231438777477,-0.0012299224130564422
