t,F0,F1,F2,F3,F4,A0,A1,A2,A3,A4
0.0,-3.601285829729956,-3.601285829729956,-3.601285829729956,-3.601285829729956,-3.601285829729956,0.0,0.0,0.0,0.0,0.0
0.01001001001001001,-0.16672825982661743,-0.16672825982661743,-0.16672825982661743,-0.16672825982661743,-0.16672825982661743,-0.0808554545487245,-0.8655207066975731,-0.28016886036327654,0.33617902684571255,-0.5934711589327881
0.02002002002002002,1.0022938062787672,1.0022938062787672,1.0022938062787672,1.0022938062787672,1.0022938062787672,0.9637419890673111,0.2505106495233351,0.7581123972694584,-0.5330463506907892,0.8846392818601625
0.03003003003003003,-1.1406986695491375,-1.1406986695491375,-1.1406986695491375,-1.1406986695491375,-1.1406986695491375,-0.8265722678479624,0.13941493028575377,-0.07465655622116613,-0.4851498343334078,0.778285995826202
0.04004004004004004,1.101299357380401,1.101299357380401,1.101299357380401,1.101299357380401,1.101299357380401,0.23605833356978642,0.29893800123335806,0.10751849111519265,-0.07199758665716585,0.22996521376194815
0.050050050050050046,1.3094204300662335,1.3094204300662335,1.3094204300662335,1.3094204300662335,1.3094204300662335,-0.35262155743270174,-0.4044707143566474,0.23639444963587405,-0.5097839451004091,0.692683920151687
0.06006006006006006,0.6177203351213908,0.6177203351213908,0.6177203351213908,0.6177203351213908,0.6177203351213908,1.6817539589632682,-0.24119225093276225,0.0017876537426357807,0.6719044754564998,-0.8968925794630002
0.07007007007007007,5.99070889875948,5.99070889875948,5.99070889875948,5.99070889875948,5.99070889875948,-0.16255667599501952,-0.5763313632948663,-0.10943334755977065,0.5976684789594651,-1.294615957595113
0.08008008008008008,3.894961963721238,3.894961963721238,3.894961963721238,3.894961963721238,3.894961963721238,0.6430457731054569,-0.004347611826325913,-0.1920842472206821,-0.19387624908069376,0.6976148618601347
0.09009009009009009,-3.323070179317128,-3.323070179317128,-3.323070179317128,-3.323070179317128,-3.323070179317128,-0.8022331245435759,-0.210360097635726,0.5459715429251423,-0.16975373569866672,-0.2180778616277821
0.10010010010010009,4.269066302060578,4.269066302060578,4.269066302060578,4.269066302060578,4.269066302060578,0.3184192145313188,0.8714352663055673,-0.6709798952522236,0.18978269291489488,0.17377195458995218
0.11011011011011011,0.6510441340176769,0.6510441340176769,0.6510441340176769,0.6510441340176769,0.6510441340176769,-1.1964875192466884,-0.4116535401414122,0.1489881710653217,0.30328564575328215,-1.0758318236123983
0.12012012012012012,2.1063668955423096,2.1063668955423096,2.1063668955423096,2.1063668955423096,2.1063668955423096,1.767223890896266,0.016465882901853024,-0.3744151009921321,0.28862273262697613,0.20218513188845516
0.13013013013013014,5.516520911868188,5.516520911868188,5.516520911868188,5.516520911868188,5.516520911868188,-2.2040971938294116,0.25902288949914465,0.1329137003785275,0.016318882950152578,-0.8151780346957974
