Time (s),A0 (g),Force(N)
0.7645,-0.010000000000000009,0.24
0.765,-0.020000000000000018,0.02
0.7655,-0.010000000000000009,0.02
0.766,-0.010000000000000009,-0.48
0.7665,-0.020000000000000018,-0.33
0.767,0.0,-0.25
0.7675,-0.010000000000000009,-0.16
0.768,-0.020000000000000018,-0.38
0.7685,0.0,0.28
0.769,-0.010000000000000009,-0.38
0.7695,-0.010000000000000009,-0.28
0.77,-0.010000000000000009,-0.31
0.7705,-0.010000000000000009,0.05
0.771,0.0,0.63
0.7715,-0.020000000000000018,-0.31
0.772,-0.010000000000000009,-0.07
0.7725,-0.010000000000000009,0.7
0.773,-0.020000000000000018,0.26
0.7735,-0.010000000000000009,-0.5
0.774,-0.010000000000000009,0.12
0.7745,-0.010000000000000009,0.48
0.775,0.0,0.02
0.7755,-0.020000000000000018,0.46
0.776,-0.020000000000000018,-0.04
0.7765,-0.010000000000000009,-0.12
0.777,-0.010000000000000009,0.63
0.7775,-0.030000000000000027,-0.03
0.778,-0.020000000000000018,-0.9
0.7785,-0.020000000000000018,-0.66
0.779,-0.010000000000000009,0.13
0.7795,-0.010000000000000009,0.62
0.78,-0.010000000000000009,0.12
0.7805,-0.020000000000000018,0.1
0.781,-0.010000000000000009,0.41
0.7815,-0.020000000000000018,0.66
0.782,-0.010000000000000009,0.24
0.7825,-0.010000000000000009,0.69
0.783,-0.010000000000000009,0.37
0.7835,-0.010000000000000009,0.15
0.784,0.0,0.66
0.7845,-0.010000000000000009,-0.09
0.785,-0.020000000000000018,-0.2
0.7855,-0.010000000000000009,-0.25
0.786,-0.020000000000000018,-0.39
0.7865,-0.020000000000000018,0.44
0.787,-0.010000000000000009,-0.01
0.7875,-0.010000000000000009,0.22
0.788,-0.010000000000000009,-0.21
0.7885,-0.020000000000000018,0.36
0.789,-0.020000000000000018,0.25
0.7895,-0.010000000000000009,-0.04
0.79,-0.010000000000000009,-0.26
0.7905,-0.010000000000000009,-0.09
0.791,-0.020000000000000018,-0.33
0.7915,-0.040000000000000036,0.42
0.792,-0.010000000000000009,0.65
0.7925,-0.010000000000000009,0.6
0.793,-0.010000000000000009,0.63
0.7935,-0.020000000000000018,0.08
0.794,-0.020000000000000018,0.16
0.7945,-0.010000000000000009,-0.07
0.795,-0.010000000000000009,-0.16
0.7955,-0.010000000000000009,0.63
0.796,-0.010000000000000009,0.3
0.7965,-0.020000000000000018,-1.02
0.797,-0.010000000000000009,-0.21
0.7975,0.0,0.04
0.798,-0.030000000000000027,0.36
0.7985,-0.010000000000000009,0.46
0.799,-0.010000000000000009,0.26
0.7995,-0.010000000000000009,0.22
0.8,-0.010000000000000009,0.31
0.8005,-0.020000000000000018,0.71
0.801,-0.010000000000000009,0.05
0.801501,-0.010000000000000009,0.35
0.802,-0.020000000000000018,0.1
0.802501,-0.010000000000000009,0.26
0.803,-0.010000000000000009,0.44
0.8035,-0.010000000000000009,0.35
0.804,-0.020000000000000018,0.35
0.8045,0.0,0.17
0.805,-0.010000000000000009,0.36
0.8055,-0.010000000000000009,0.36
0.806,-0.010000000000000009,0.66
0.8065,-0.010000000000000009,-0.56
0.807,-0.010000000000000009,-0.25
0.8075,-0.010000000000000009,0.44
0.808,-0.010000000000000009,0.6
0.8085,-0.010000000000000009,-0.23
0.809,-0.010000000000000009,0.79
0.8095,-0.020000000000000018,0.18
0.81,-0.020000000000000018,0.22
0.810501,-0.030000000000000027,0.41
0.811,-0.020000000000000018,0.02
0.811501,-0.020000000000000018,0.14
0.812,-0.020000000000000018,-0.82
0.8125,-0.010000000000000009,0.56
0.813,-0.020000000000000018,0.39
0.8135,-0.020000000000000018,-0.0
0.814,-0.010000000000000009,0.27
0.8145,-0.010000000000000009,0.5
0.815,-0.010000000000000009,-0.06
0.8155,-0.020000000000000018,-0.94
0.816,-0.010000000000000009,0.46
0.816501,-0.010000000000000009,0.18
0.817,-0.010000000000000009,0.7
0.8175,0.0,0.4
0.818,-0.020000000000000018,0.35
0.8185,-0.020000000000000018,0.11
0.819,-0.020000000000000018,0.1
0.8195,-0.030000000000000027,0.54
0.82,-0.010000000000000009,0.3
0.8205,-0.010000000000000009,0.23
0.821,0.010000000000000009,0.09
0.8215,-0.020000000000000018,0.87
0.822,-0.010000000000000009,0.53
0.8225,-0.010000000000000009,0.09
0.823,-0.030000000000000027,0.04
0.823501,-0.010000000000000009,-0.16
0.824,-0.010000000000000009,-0.27
0.8245,-0.010000000000000009,-0.15
0.825,-0.020000000000000018,-0.57
0.8255,0.0,-0.46
0.826,-0.020000000000000018,0.7
0.8265,-0.010000000000000009,-0.57
0.827,0.0,0.36
0.8275,-0.020000000000000018,0.26
0.828,-0.010000000000000009,0.23
0.8285,-0.010000000000000009,0.08
0.829,-0.010000000000000009,0.63
0.8295,-0.020000000000000018,-0.13
0.83,-0.020000000000000018,0.33
0.8305,-0.010000000000000009,-0.07
0.831,-0.030000000000000027,0.55
0.8315,-0.020000000000000018,0.46
0.832,-0.020000000000000018,-0.59
0.8325,-0.010000000000000009,0.52
0.833,0.0,-0.14
0.8335,-0.010000000000000009,-0.05
0.834,-0.010000000000000009,-0.52
0.8345,-0.010000000000000009,0.14
0.835,-0.010000000000000009,0.08
0.8355,0.0,0.36
0.836,-0.010000000000000009,0.4
0.836501,-0.020000000000000018,0.34
0.837,-0.010000000000000009,0.34
0.8375,0.0,1.15
0.838,-0.010000000000000009,0.71
0.838501,0.0,0.68
0.839,0.0,0.79
0.8395,-0.010000000000000009,0.71
0.84,-0.010000000000000009,-0.05
0.8405,-0.010000000000000009,0.17
0.841,-0.010000000000000009,0.09
0.8415,-0.010000000000000009,-0.56
0.842,-0.010000000000000009,0.31
0.842501,-0.010000000000000009,0.55
0.843,-0.010000000000000009,-0.03
0.8435,-0.020000000000000018,-0.35
0.844,-0.010000000000000009,0.49
0.8445,-0.020000000000000018,-0.09
0.845,0.0,-0.53
0.8455,-0.010000000000000009,0.32
0.846,0.0,0.28
0.8465,-0.010000000000000009,0.48
0.847,-0.010000000000000009,0.43
0.8475,-0.010000000000000009,0.15
0.848,-0.010000000000000009,-0.15
0.848501,-0.010000000000000009,-0.43
0.849,-0.010000000000000009,0.39
0.8495,-0.010000000000000009,0.44
0.85,-0.010000000000000009,-0.31
0.8505,-0.010000000000000009,0.44
0.851,0.0,0.69
0.8515,-0.040000000000000036,-0.33
0.852,-0.010000000000000009,-0.51
0.8525,-0.010000000000000009,-0.33
0.853,0.0,0.44
0.8535,-0.020000000000000018,0.43
0.854,0.0,0.01
0.8545,0.0,-0.37
0.855,0.0,0.1
