Time (s),A0 (g),Force(N)
0.0,-0.030000000000000027,0.24
0.0005,-0.020000000000000018,0.28
0.001,-0.010000000000000009,0.19
0.0015,-0.020000000000000018,0.04
0.002,-0.010000000000000009,0.16
0.0025,0.0,0.06
0.003001,0.0,0.08
0.0035,-0.020000000000000018,0.03
0.004001,-0.020000000000000018,0.02
0.0045,-0.010000000000000009,-0.01
0.005,-0.010000000000000009,0.33
0.0055,-0.020000000000000018,0.17
0.006,-0.020000000000000018,0.01
0.0065,-0.020000000000000018,0.16
0.007,-0.020000000000000018,0.1
0.0075,-0.010000000000000009,0.07
0.008,-0.010000000000000009,0.18
0.0085,-0.020000000000000018,0.11
0.009,0.0,0.19
0.0095,-0.010000000000000009,-0.23
0.01,0.0,0.06
0.0105,0.0,0.13
0.011,-0.010000000000000009,0.12
0.0115,0.0,0.23
0.012,-0.030000000000000027,0.01
0.0125,-0.020000000000000018,0.23
0.013,-0.030000000000000027,0.27
0.0135,-0.010000000000000009,0.1
0.014,0.0,-0.09
0.0145,0.0,0.23
0.015,-0.010000000000000009,0.18
0.0155,-0.010000000000000009,0.1
0.016,-0.010000000000000009,0.02
0.0165,-0.030000000000000027,0.2
0.017001,-0.020000000000000018,-0.05
0.0175,-0.020000000000000018,0.09
0.018,-0.020000000000000018,0.19
0.0185,-0.010000000000000009,0.11
0.019,-0.020000000000000018,0.01
0.0195,-0.020000000000000018,0.17
0.020001,-0.010000000000000009,0.08
0.0205,0.0,-0.0
0.021,-0.010000000000000009,0.2
0.0215,-0.020000000000000018,0.15
0.022001,-0.010000000000000009,0.03
0.0225,-0.020000000000000018,0.2
0.023001,-0.010000000000000009,0.12
0.0235,-0.010000000000000009,0.14
0.024,-0.030000000000000027,0.11
0.0245,-0.020000000000000018,0.22
0.025,-0.010000000000000009,0.02
0.0255,0.0,0.21
0.026,-0.010000000000000009,-0.01
0.0265,-0.010000000000000009,0.15
0.027,-0.010000000000000009,0.18
0.027501,-0.030000000000000027,0.23
0.028,-0.010000000000000009,0.18
0.0285,-0.010000000000000009,0.27
0.029,-0.010000000000000009,-0.03
0.0295,-0.010000000000000009,0.19
0.03,-0.010000000000000009,0.09
0.0305,-0.020000000000000018,0.01
0.031,-0.010000000000000009,0.04
0.0315,0.0,0.19
0.032,-0.010000000000000009,0.05
0.0325,-0.020000000000000018,0.12
0.033,-0.010000000000000009,0.18
0.0335,0.0,0.03
0.034,0.0,0.05
0.0345,0.0,0.16
0.035,-0.020000000000000018,0.03
0.0355,-0.020000000000000018,0.1
0.036,-0.010000000000000009,0.15
0.0365,-0.010000000000000009,-0.07
0.037,-0.020000000000000018,-0.18
0.0375,-0.020000000000000018,0.18
0.038,-0.010000000000000009,0.15
0.0385,-0.010000000000000009,0.21
0.039001,-0.010000000000000009,0.05
0.0395,-0.010000000000000009,0.09
0.04,-0.010000000000000009,0.16
