Time (s),A0 (g),Force(N)
13.205,0.10000000000000009,0.08
13.2055,-0.14,0.12
13.206,0.07000000000000006,0.24
13.2065,-0.04999999999999993,0.15
13.207,-0.030000000000000027,0.03
13.2075,0.06000000000000005,0.02
13.208,-0.13,0.14
13.2085,0.13000000000000012,0.1
13.209,-0.13,-0.01
13.2095,0.08000000000000007,0.02
13.21,-0.030000000000000027,-0.12
13.2105,-0.05999999999999994,0.07
13.211001,0.07000000000000006,0.16
13.2115,-0.13,0.42
13.212,0.1100000000000001,0.36
13.212501,-0.13,0.19
13.213,0.050000000000000044,0.07
13.2135,-0.030000000000000027,0.18
13.214,-0.06999999999999995,0.05
13.2145,0.09000000000000008,0.11
13.215,-0.13,0.21
13.2155,0.1100000000000001,0.2
13.216,-0.10999999999999999,0.13
13.2165,0.040000000000000036,0.09
13.217,0.0,0.02
13.217501,-0.07999999999999996,0.23
13.218,0.10000000000000009,0.15
13.218501,-0.14,0.1
13.219,0.10000000000000009,0.15
13.2195,-0.08999999999999997,0.29
13.22,0.010000000000000009,0.16
13.220501,0.030000000000000027,0.02
13.221,-0.09999999999999998,0.53
13.2215,0.10000000000000009,0.27
13.222,-0.14,-0.06
13.2225,0.09000000000000008,0.08
13.223,-0.05999999999999994,0.27
13.2235,-0.010000000000000009,0.19
13.224,0.040000000000000036,0.2
13.2245,-0.10999999999999999,0.25
13.225,0.10000000000000009,0.4
13.2255,-0.13,0.16
13.226,0.08000000000000007,0.1
13.2265,-0.05999999999999994,0.17
13.227,-0.030000000000000027,0.03
13.2275,0.06000000000000005,0.23
13.228,-0.12,0.25
13.2285,0.1200000000000001,0.08
13.229,-0.14,0.18
13.2295,0.06000000000000005,0.17
13.23,-0.04999999999999993,0.08
13.2305,-0.05999999999999994,0.08
13.231,0.07000000000000006,-0.05
13.2315,-0.15000000000000002,0.44
13.232,0.1100000000000001,0.09
13.2325,-0.12,0.16
13.233,0.040000000000000036,0.4
13.2335,-0.030000000000000027,0.25
13.234,-0.06999999999999995,0.1
13.2345,0.09000000000000008,0.48
13.235001,-0.12,0.32
13.2355,0.1100000000000001,0.16
13.236,-0.10999999999999999,0.21
13.236501,0.030000000000000027,0.06
13.237,0.0,0.2
13.2375,-0.10999999999999999,0.4
13.238,0.10000000000000009,0.08
13.2385,-0.14,0.1
13.239,0.10000000000000009,0.47
13.2395,-0.08999999999999997,0.28
13.24,0.010000000000000009,0.15
13.2405,0.020000000000000018,0.14
13.241,-0.09999999999999998,0.14
13.2415,0.1100000000000001,0.24
13.242,-0.14,0.05
13.2425,0.10000000000000009,0.2
13.243,-0.07999999999999996,0.23
13.2435,-0.010000000000000009,0.09
13.244,0.020000000000000018,0.04
13.2445,-0.12,0.13
13.245,0.1100000000000001,0.08
13.2455,-0.13,-0.05
13.246,0.08000000000000007,0.01
13.2465,-0.06999999999999995,0.18
13.247,-0.030000000000000027,0.12
13.2475,0.07000000000000006,0.11
13.248,-0.12,0.26
13.2485,0.10000000000000009,0.27
13.249,-0.13,0.15
13.2495,0.07000000000000006,0.18
13.25,-0.040000000000000036,0.15
13.2505,-0.04999999999999993,-0.06
13.251,0.07000000000000006,0.25
13.2515,-0.13,0.1
13.252,0.10000000000000009,0.03
13.2525,-0.12,0.26
13.253,0.050000000000000044,-0.05
13.253501,-0.020000000000000018,0.38
13.254,-0.05999999999999994,0.17
13.2545,0.08000000000000007,0.3
13.255,-0.14,0.45
13.255501,0.1100000000000001,0.08
13.256,-0.10999999999999999,0.18
13.256501,0.030000000000000027,0.15
13.257,0.0,0.15
13.2575,-0.07999999999999996,0.02
13.258,0.10000000000000009,0.24
13.2585,-0.14,0.15
13.259,0.1100000000000001,0.35
13.259501,-0.06999999999999995,0.11
13.26,0.010000000000000009,0.11
13.2605,0.020000000000000018,0.27
13.261,-0.09999999999999998,0.25
13.2615,0.1100000000000001,0.08
13.262,-0.14,0.15
13.2625,0.09000000000000008,0.27
13.263001,-0.08999999999999997,0.41
13.2635,-0.010000000000000009,-0.02
13.264,0.030000000000000027,0.08
13.2645,-0.10999999999999999,0.24
13.265,0.1100000000000001,0.18
13.2655,-0.15000000000000002,0.36
13.266,0.08000000000000007,0.1
13.2665,-0.05999999999999994,-0.18
13.267,-0.020000000000000018,0.13
13.2675,0.06000000000000005,0.2
13.268,-0.12,0.08
13.2685,0.1100000000000001,0.01
13.269,-0.13,0.28
13.2695,0.07000000000000006,0.3
13.27,-0.040000000000000036,0.14
13.270501,-0.040000000000000036,0.08
13.271,0.06000000000000005,0.24
13.271501,-0.14,0.38
13.272,0.1100000000000001,0.06
13.2725,-0.12,0.23
13.273,0.050000000000000044,0.1
13.2735,-0.030000000000000027,0.13
13.274,-0.06999999999999995,0.13
13.2745,0.08000000000000007,0.27
13.275,-0.14,0.05
13.275501,0.1100000000000001,-0.02
13.276,-0.10999999999999999,0.13
13.276501,0.050000000000000044,0.1
13.277,0.0,0.19
13.2775,-0.06999999999999995,0.36
13.278,0.08000000000000007,0.38
13.2785,-0.13,0.09
13.279,0.10000000000000009,0.04
13.279501,-0.08999999999999997,0.25
13.28,0.020000000000000018,0.3
13.2805,0.030000000000000027,0.25
13.281,-0.10999999999999999,0.31
13.281501,0.1100000000000001,0.1
13.282001,-0.15000000000000002,0.38
13.2825,0.09000000000000008,0.07
13.283,-0.06999999999999995,0.05
13.2835,-0.010000000000000009,-0.03
13.284,0.030000000000000027,0.03
13.2845,-0.12,0.24
13.285,0.1200000000000001,-0.25
13.2855,-0.13,0.48
13.286001,0.06000000000000005,0.13
13.2865,-0.04999999999999993,0.17
13.287,-0.030000000000000027,0.19
13.2875,0.040000000000000036,0.02
13.288,-0.12,-0.07
13.2885,0.1200000000000001,0.26
13.289,-0.13,0.19
13.2895,0.040000000000000036,0.1
13.29,-0.030000000000000027,0.11
13.2905,-0.040000000000000036,0.33
13.291,0.09000000000000008,0.33
13.2915,-0.13,0.1
13.292,0.1200000000000001,0.11
13.2925,-0.13,0.05
13.293,0.06000000000000005,0.24
13.293501,-0.010000000000000009,0.22
13.294,-0.06999999999999995,-0.01
13.294501,0.08000000000000007,0.17
13.295,-0.14,0.1
13.2955,0.10000000000000009,0.19
13.296,-0.09999999999999998,0.03
13.2965,0.030000000000000027,0.22
13.297001,0.0,0.2
13.2975,-0.07999999999999996,0.12
13.298,0.10000000000000009,0.07
13.2985,-0.14,0.15
13.299,0.09000000000000008,0.32
13.2995,-0.08999999999999997,0.21
13.3,0.010000000000000009,-0.01
13.3005,0.040000000000000036,-0.25
13.301,-0.08999999999999997,0.21
13.301501,0.1100000000000001,0.2
13.302,-0.14,0.06
13.302501,0.09000000000000008,0.26
13.303,-0.07999999999999996,0.13
13.3035,-0.020000000000000018,0.14
13.304,0.040000000000000036,0.11
13.3045,-0.13,0.11
13.305,0.10000000000000009,-0.01
13.3055,-0.14,0.35
13.306,0.08000000000000007,-0.01
13.3065,-0.05999999999999994,0.09
13.307,-0.030000000000000027,0.27
13.3075,0.040000000000000036,-0.22
13.308,-0.14,0.47
13.3085,0.1200000000000001,-0.03
13.309,-0.13,-0.07
13.3095,0.06000000000000005,0.43
13.31,-0.040000000000000036,-0.0
13.310501,-0.040000000000000036,-0.03
13.311,0.07000000000000006,0.2
13.3115,-0.10999999999999999,0.09
13.312,0.10000000000000009,0.15
13.3125,-0.12,0.17
13.313,0.050000000000000044,0.07
13.3135,-0.010000000000000009,0.22
13.314,-0.06999999999999995,0.18
13.3145,0.08000000000000007,-0.3
13.315,-0.15000000000000002,0.08
13.3155,0.10000000000000009,0.08
13.316,-0.10999999999999999,-0.0
13.3165,0.020000000000000018,0.09
13.317,0.0,0.25
13.3175,-0.07999999999999996,0.17
13.318,0.09000000000000008,0.09
13.3185,-0.14,0.12
13.319,0.09000000000000008,0.18
13.3195,-0.08999999999999997,0.15
13.32,0.010000000000000009,0.11
13.3205,0.020000000000000018,0.11
13.321,-0.10999999999999999,0.19
