Time (s),A0 (g)
0.0475,-0.26
0.048,-1.02
0.0485,-0.6499999999999999
0.049,-0.73
0.0495,-0.25
0.05,0.22999999999999998
0.050501,0.20999999999999996
0.051,0.75
0.051501,0.99
0.052,0.8700000000000001
0.0525,0.6499999999999999
0.053,-0.06999999999999995
0.0535,-0.06999999999999995
0.054001,-0.38
0.054501,-1.07
0.055,-0.88
0.0555,-1.06
0.056,-0.59
0.0565,0.07000000000000006
0.057,-0.16000000000000003
0.057501,0.30000000000000004
0.058,1.04
0.0585,0.6300000000000001
0.059,0.73
0.059501,0.22999999999999998
0.06,-0.26
0.0605,-0.16000000000000003
0.061,-0.72
0.0615,-1.0
0.062,-0.87
0.062501,-0.6599999999999999
0.063,0.040000000000000036
0.0635,0.06000000000000005
0.064,0.3800000000000001
0.0645,1.1099999999999999
0.065,0.8800000000000001
0.0655,1.04
0.066,0.55
0.0665,-0.12
0.067,0.15999999999999992
0.0675,-0.29000000000000004
0.068,-1.01
0.068501,-0.6499999999999999
0.069,-0.74
0.0695,-0.21999999999999997
0.07,0.22999999999999998
0.0705,0.20999999999999996
0.071,0.76
0.0715,1.0
0.072,0.8700000000000001
0.0725,0.6300000000000001
0.073,-0.05999999999999994
0.0735,-0.05999999999999994
0.074,-0.37
0.074501,-1.06
0.075,-0.87
0.0755,-1.05
0.076,-0.6
0.076501,0.08000000000000007
0.077,-0.16000000000000003
0.0775,0.31000000000000005
0.078,1.04
0.078501,0.6499999999999999
0.079,0.73
0.0795,0.22999999999999998
0.08,-0.26
0.080501,-0.16000000000000003
0.081,-0.72
0.0815,-1.0
0.082,-0.88
0.082501,-0.6599999999999999
0.083,0.050000000000000044
0.0835,0.06000000000000005
0.084,0.3800000000000001
0.0845,1.0899999999999999
0.085,0.8900000000000001
0.0855,1.0499999999999998
0.086,0.5700000000000001
0.0865,-0.07999999999999996
0.087,0.15999999999999992
0.0875,-0.28
0.088,-1.01
0.088501,-0.62
0.089,-0.74
0.089501,-0.25
0.09,0.21999999999999997
0.090501,0.19999999999999996
0.091,0.76
0.0915,1.0
0.092001,0.8800000000000001
0.092501,0.6400000000000001
0.093,-0.05999999999999994
0.0935,-0.05999999999999994
0.094,-0.37
0.0945,-1.06
0.095,-0.87
0.0955,-1.02
0.096,-0.6
0.0965,0.09000000000000008
0.097,-0.14
0.0975,0.31000000000000005
0.098,1.0499999999999998
0.098501,0.6300000000000001
0.099,0.73
0.0995,0.22999999999999998
0.1,-0.25
0.1005,-0.15000000000000002
0.101,-0.72
0.1015,-1.02
0.102,-0.86
0.1025,-0.62
0.103,0.040000000000000036
0.1035,0.06000000000000005
0.104,0.3900000000000001
0.104501,1.1099999999999999
0.105,0.8900000000000001
0.1055,1.06
0.106,0.55
0.106501,-0.06999999999999995
0.107,0.16999999999999993
0.1075,-0.25
0.108,-1.0
0.1085,-0.6499999999999999
0.109,-0.73
0.1095,-0.22999999999999998
0.11,0.22999999999999998
0.110501,0.20999999999999996
0.111,0.76
0.1115,0.98
0.112,0.8800000000000001
0.112501,0.6200000000000001
0.113,-0.05999999999999994
0.1135,-0.05999999999999994
0.114,-0.36
0.1145,-1.05
0.115,-0.87
0.1155,-1.05
0.116,-0.6
0.116501,0.08000000000000007
0.117,-0.16000000000000003
0.1175,0.30000000000000004
0.118,1.04
0.1185,0.6400000000000001
0.119,0.73
0.1195,0.24
0.12,-0.26
0.1205,-0.18999999999999995
0.121,-0.71
0.1215,-1.03
0.122,-0.87
0.1225,-0.63
0.123,0.050000000000000044
0.1235,0.050000000000000044
0.124,0.3900000000000001
0.1245,1.12
0.125,0.8800000000000001
0.1255,1.0499999999999998
0.126,0.56
0.1265,-0.08999999999999997
0.127,0.17999999999999994
0.1275,-0.26
0.128,-1.03
0.1285,-0.6499999999999999
0.129,-0.72
0.1295,-0.22999999999999998
0.13,0.22999999999999998
0.1305,0.21999999999999997
0.131,0.75
0.1315,1.0299999999999998
0.132,0.8800000000000001
0.1325,0.6599999999999999
0.133,-0.05999999999999994
0.1335,-0.05999999999999994
0.134,-0.36
0.1345,-1.06
0.135,-0.87
0.135501,-1.02
0.136,-0.59
0.1365,0.08000000000000007
0.137,-0.15000000000000002
0.1375,0.29000000000000004
0.138,1.0499999999999998
0.1385,0.6599999999999999
0.139,0.73
0.1395,0.22999999999999998
0.14,-0.25
0.1405,-0.17999999999999994
0.141,-0.71
0.1415,-0.98
0.142,-0.87
0.1425,-0.6599999999999999
0.143,0.030000000000000027
0.1435,0.050000000000000044
0.144,0.3800000000000001
0.1445,1.1
0.145,0.8900000000000001
0.1455,1.04
0.146,0.56
0.1465,-0.07999999999999996
0.147,0.15999999999999992
0.1475,-0.28
0.148,-1.01
0.1485,-0.6399999999999999
0.149,-0.73
0.1495,-0.20999999999999996
0.15,0.22999999999999998
0.1505,0.19999999999999996
0.151,0.76
0.1515,1.0299999999999998
0.152,0.8700000000000001
0.1525,0.6599999999999999
0.153,-0.04999999999999993
0.153501,-0.05999999999999994
0.154,-0.36
0.1545,-1.04
0.155,-0.86
0.1555,-1.03
0.156,-0.59
0.1565,0.08000000000000007
0.157,-0.15000000000000002
0.157501,0.28
0.158,1.0499999999999998
0.1585,0.6400000000000001
0.159,0.73
0.1595,0.22999999999999998
0.16,-0.27
0.1605,-0.17999999999999994
0.161,-0.73
0.1615,-1.0
0.162,-0.88
0.1625,-0.63
0.163,0.050000000000000044
0.1635,0.06000000000000005
0.164,0.3900000000000001
0.164501,1.1099999999999999
0.165,0.8900000000000001
0.1655,1.02
0.166,0.55
0.1665,-0.06999999999999995
0.167,0.16999999999999993
0.1675,-0.30999999999999994
0.168,-1.01
0.1685,-0.6399999999999999
0.169,-0.73
0.1695,-0.21999999999999997
0.17,0.22999999999999998
0.1705,0.19999999999999996
0.171,0.76
0.1715,1.01
0.172,0.8700000000000001
0.1725,0.6499999999999999
0.173,-0.05999999999999994
0.1735,-0.05999999999999994
0.174,-0.36
0.1745,-1.08
0.175,-0.86
0.1755,-1.02
0.176,-0.61
0.1765,0.08000000000000007
0.177,-0.14
0.177501,0.30000000000000004
0.178,1.06
0.1785,0.6499999999999999
0.179,0.73
0.1795,0.19999999999999996
0.18,-0.26
0.1805,-0.16000000000000003
0.181,-0.72
0.181501,-0.99
0.182,-0.88
0.1825,-0.6499999999999999
0.183,0.040000000000000036
0.1835,0.030000000000000027
0.184,0.3700000000000001
0.1845,1.1
0.185,0.8900000000000001
0.185501,1.06
0.186,0.55
0.1865,-0.09999999999999998
0.187,0.15999999999999992
0.1875,-0.28
0.188,-1.01
0.1885,-0.63
0.189,-0.74
0.1895,-0.21999999999999997
0.19,0.21999999999999997
0.1905,0.21999999999999997
0.191,0.75
0.1915,1.02
0.192,0.8700000000000001
0.1925,0.6499999999999999
0.193,-0.05999999999999994
0.1935,-0.06999999999999995
0.194,-0.37
0.1945,-1.06
0.195,-0.87
0.195501,-1.04
0.196,-0.6
0.1965,0.09000000000000008
0.197,-0.16000000000000003
0.1975,0.29000000000000004
0.198,1.04
0.1985,0.6200000000000001
0.199,0.72
0.1995,0.21999999999999997
0.2,-0.26
0.2005,-0.17999999999999994
0.201,-0.73
0.2015,-1.02
0.202,-0.88
0.2025,-0.6499999999999999
0.203,0.030000000000000027
0.2035,0.030000000000000027
0.204,0.3700000000000001
0.2045,1.1099999999999999
0.205,0.8800000000000001
0.2055,1.0499999999999998
0.206,0.5700000000000001
0.2065,-0.10999999999999999
0.207,0.15999999999999992
0.2075,-0.27
0.208,-1.0
0.2085,-0.6499999999999999
0.209,-0.73
0.2095,-0.25
0.21,0.24
0.2105,0.21999999999999997
0.211,0.75
0.2115,1.0
0.212,0.8800000000000001
0.2125,0.6200000000000001
0.213,-0.05999999999999994
0.2135,-0.05999999999999994
0.214,-0.38
0.214501,-1.08
0.215,-0.88
0.2155,-1.03
0.216,-0.6
0.2165,0.08000000000000007
0.217,-0.16000000000000003
0.2175,0.27
0.218,1.04
0.2185,0.6100000000000001
0.219,0.72
0.2195,0.21999999999999997
0.22,-0.27
0.2205,-0.18999999999999995
0.221,-0.73
0.2215,-0.98
0.222,-0.87
0.2225,-0.6399999999999999
0.223,0.040000000000000036
0.2235,0.040000000000000036
0.224,0.3600000000000001
0.2245,1.1099999999999999
0.225,0.8700000000000001
0.225501,1.0699999999999998
0.226,0.55
0.2265,-0.12
0.227,0.15999999999999992
0.2275,-0.28
0.228,-1.02
0.228501,-0.6599999999999999
0.229,-0.74
0.2295,-0.25
0.23,0.22999999999999998
0.2305,0.18999999999999995
0.231,0.75
0.2315,0.98
0.232,0.8600000000000001
0.2325,0.6499999999999999
0.233,-0.05999999999999994
0.2335,-0.06999999999999995
0.234,-0.39
0.2345,-1.06
0.235,-0.88
0.2355,-1.04
0.236001,-0.61
0.2365,0.08000000000000007
0.237,-0.14
0.237501,0.28
0.238,1.0499999999999998
0.2385,0.6200000000000001
0.239,0.71
0.2395,0.22999999999999998
0.24,-0.26
0.2405,-0.17999999999999994
0.241,-0.73
0.2415,-1.01
0.242,-0.88
0.2425,-0.6799999999999999
0.243,0.040000000000000036
0.2435,0.020000000000000018
0.244,0.3700000000000001
0.2445,1.08
0.245,0.8500000000000001
0.2455,1.04
0.246,0.53
0.2465,-0.10999999999999999
0.247,0.1499999999999999
0.2475,-0.29999999999999993
0.248,-1.02
0.2485,-0.6599999999999999
0.249,-0.74
0.2495,-0.26
0.25,0.24
0.2505,0.19999999999999996
0.251,0.76
0.2515,0.99
0.252,0.8500000000000001
0.2525,0.6300000000000001
0.253,-0.06999999999999995
0.253501,-0.06999999999999995
0.254,-0.36
0.2545,-1.07
0.255,-0.89
0.255501,-1.07
0.256,-0.62
0.2565,0.07000000000000006
0.257,-0.16000000000000003
0.2575,0.30000000000000004
0.258,1.0499999999999998
0.2585,0.6100000000000001
0.259,0.71
0.2595,0.19999999999999996
0.260001,-0.27
0.260501,-0.19999999999999996
0.261,-0.74
0.261501,-1.01
0.262,-0.88
0.2625,-0.6599999999999999
0.263,0.040000000000000036
0.263501,0.030000000000000027
0.264,0.3800000000000001
0.2645,1.08
0.265,0.8400000000000001
0.2655,1.04
0.266,0.55
0.2665,-0.12
0.267,0.14000000000000012
0.2675,-0.26
0.268,-1.02
0.268501,-0.6499999999999999
0.269,-0.74
0.269501,-0.24
0.270001,0.21999999999999997
0.2705,0.19999999999999996
0.271,0.74
0.2715,0.99
0.272,0.8700000000000001
0.2725,0.6400000000000001
0.273,-0.05999999999999994
0.2735,-0.08999999999999997
0.274,-0.39
0.2745,-1.08
0.275,-0.87
0.2755,-1.06
0.276,-0.61
0.2765,0.08000000000000007
0.277,-0.15000000000000002
0.2775,0.29000000000000004
0.278,1.04
0.2785,0.6300000000000001
0.279,0.71
0.2795,0.20999999999999996
0.28,-0.27
0.280501,-0.18999999999999995
0.281,-0.75
0.281501,-1.0
0.282,-0.89
0.2825,-0.6499999999999999
0.283,0.030000000000000027
0.283501,0.020000000000000018
0.284,0.3700000000000001
0.2845,1.0899999999999999
0.285,0.8400000000000001
0.2855,1.06
0.286,0.56
0.2865,-0.13
0.287,0.1499999999999999
0.2875,-0.26
0.288,-1.02
0.2885,-0.6499999999999999
0.289001,-0.74
0.2895,-0.24
0.29,0.22999999999999998
0.2905,0.19999999999999996
0.291,0.75
0.2915,1.01
0.292001,0.8600000000000001
0.292501,0.6300000000000001
0.293,-0.05999999999999994
0.2935,-0.05999999999999994
0.294,-0.38
0.2945,-1.07
0.295,-0.87
0.2955,-1.07
0.296,-0.59
0.2965,0.08000000000000007
0.297,-0.15000000000000002
0.2975,0.29000000000000004
0.298,1.06
0.2985,0.6300000000000001
0.299,0.72
0.2995,0.19999999999999996
0.3,-0.27
0.3005,-0.17999999999999994
0.301001,-0.73
0.3015,-1.01
0.302,-0.87
0.3025,-0.6599999999999999
0.303,0.040000000000000036
0.3035,0.020000000000000018
0.304,0.3700000000000001
0.304501,1.1
0.305,0.8900000000000001
0.3055,1.0499999999999998
0.306,0.54
0.3065,-0.12
0.307,0.15999999999999992
0.3075,-0.30999999999999994
0.308,-1.02
0.3085,-0.6499999999999999
0.309,-0.73
0.3095,-0.24
0.31,0.21999999999999997
0.3105,0.19999999999999996
0.311,0.75
0.311501,1.0
0.312,0.8800000000000001
0.3125,0.6200000000000001
0.313,-0.05999999999999994
0.3135,-0.04999999999999993
0.314,-0.38
0.314501,-1.07
0.315,-0.87
0.3155,-1.04
0.316,-0.6
0.3165,0.10000000000000009
0.317,-0.14
0.317501,0.28
0.318,1.0499999999999998
0.3185,0.6300000000000001
0.319,0.72
0.3195,0.22999999999999998
0.32,-0.26
0.3205,-0.17999999999999994
0.321,-0.72
0.3215,-1.02
0.322001,-0.89
0.3225,-0.6499999999999999
0.323001,0.040000000000000036
0.3235,0.07000000000000006
0.324,0.3800000000000001
0.3245,1.0899999999999999
0.325,0.8800000000000001
0.3255,1.0499999999999998
0.326,0.56
0.3265,-0.10999999999999999
0.327,0.1499999999999999
0.3275,-0.27
0.328,-1.01
0.3285,-0.6499999999999999
0.329,-0.73
0.3295,-0.22999999999999998
0.33,0.24
0.3305,0.20999999999999996
0.331,0.77
0.3315,1.0299999999999998
0.332,0.8800000000000001
0.3325,0.6300000000000001
0.333,-0.05999999999999994
0.3335,-0.05999999999999994
0.334,-0.37
0.3345,-1.05
0.335,-0.87
0.3355,-1.04
0.336,-0.6
0.3365,0.07000000000000006
0.337,-0.14
0.3375,0.30000000000000004
0.338,1.0499999999999998
0.3385,0.6499999999999999
0.339001,0.73
0.3395,0.17999999999999994
0.34,-0.27
0.3405,-0.18999999999999995
0.341,-0.73
0.3415,-0.98
0.342,-0.89
0.342501,-0.6399999999999999
0.343,0.050000000000000044
0.3435,0.030000000000000027
0.344,0.3800000000000001
0.3445,1.1099999999999999
0.345,0.8800000000000001
0.3455,1.06
0.346,0.55
0.3465,-0.09999999999999998
0.347,0.1499999999999999
0.347501,-0.29000000000000004
0.348,-1.0
0.348501,-0.63
0.349,-0.73
0.3495,-0.24
0.35,0.24
0.350501,0.24
0.351,0.77
0.3515,1.04
0.352,0.8800000000000001
0.3525,0.6499999999999999
0.353,-0.05999999999999994
0.3535,-0.04999999999999993
0.354,-0.36
0.354501,-1.06
0.355,-0.86
0.3555,-1.04
0.356,-0.58
0.3565,0.09000000000000008
0.357,-0.14
0.3575,0.29000000000000004
0.358,1.0499999999999998
0.3585,0.6499999999999999
0.359,0.75
0.3595,0.22999999999999998
0.36,-0.24
0.3605,-0.15000000000000002
0.361,-0.72
0.3615,-0.99
0.362,-0.89
0.362501,-0.6499999999999999
0.363,0.07000000000000006
0.3635,0.050000000000000044
0.364,0.3700000000000001
0.3645,1.12
0.365,0.8800000000000001
0.3655,1.0499999999999998
0.366,0.5700000000000001
0.3665,-0.10999999999999999
0.367,0.15999999999999992
0.3675,-0.26
0.368,-1.01
0.3685,-0.63
0.369,-0.73
0.3695,-0.19999999999999996
0.37,0.24
0.3705,0.21999999999999997
0.371,0.76
0.371501,1.0299999999999998
0.372,0.8900000000000001
0.3725,0.6300000000000001
0.373,-0.04999999999999993
0.373501,-0.040000000000000036
0.374,-0.35
0.3745,-1.06
0.375,-0.87
0.3755,-1.03
0.376,-0.6
0.3765,0.08000000000000007
0.377,-0.13
0.3775,0.30000000000000004
0.378,1.0499999999999998
0.3785,0.6300000000000001
0.379,0.71
0.3795,0.22999999999999998
0.38,-0.26
0.3805,-0.16999999999999993
0.381,-0.75
0.381501,-1.01
0.382,-0.88
0.3825,-0.6399999999999999
0.383,0.050000000000000044
0.383501,0.06000000000000005
0.384,0.3800000000000001
0.3845,1.1
0.385,0.8900000000000001
0.3855,1.0499999999999998
0.386,0.56
0.3865,-0.10999999999999999
0.387,0.16999999999999993
0.387501,-0.28
0.388,-1.01
0.3885,-0.63
0.389,-0.71
0.3895,-0.21999999999999997
0.39,0.24
0.3905,0.21999999999999997
0.391,0.77
0.3915,1.02
0.392,0.8900000000000001
0.3925,0.6599999999999999
0.393,-0.05999999999999994
0.3935,-0.06999999999999995
0.394,-0.35
0.3945,-1.05
0.395,-0.86
0.395501,-1.05
0.396,-0.59
0.3965,0.08000000000000007
0.397,-0.12
0.3975,0.30000000000000004
0.398,1.0299999999999998
0.398501,0.6499999999999999
0.399,0.73
0.3995,0.22999999999999998
0.4,-0.28
0.4005,-0.14
0.401,-0.72
0.401501,-1.0
0.402,-0.89
0.4025,-0.63
0.403,0.050000000000000044
0.4035,0.06000000000000005
0.404,0.3800000000000001
0.4045,1.15
0.405,0.8800000000000001
0.4055,1.02
0.406,0.56
0.406501,-0.08999999999999997
0.407,0.1499999999999999
0.4075,-0.27
0.408,-1.03
0.4085,-0.62
0.409,-0.73
0.409501,-0.20999999999999996
0.41,0.22999999999999998
0.4105,0.21999999999999997
0.411,0.78
0.4115,1.02
0.412,0.8900000000000001
0.412501,0.6699999999999999
0.413,-0.04999999999999993
0.4135,-0.07999999999999996
0.414,-0.36
0.4145,-1.06
0.415,-0.87
0.4155,-1.04
0.416,-0.59
0.4165,0.10000000000000009
0.417,-0.16000000000000003
0.417501,0.28
0.418,1.04
0.4185,0.6400000000000001
0.419,0.73
0.4195,0.24
0.42,-0.27
0.4205,-0.19999999999999996
0.421,-0.73
0.421501,-1.03
0.422,-0.88
0.4225,-0.6399999999999999
0.423,0.040000000000000036
0.4235,0.10000000000000009
0.424,0.3800000000000001
0.4245,1.1099999999999999
0.425,0.8800000000000001
0.4255,1.0299999999999998
0.426,0.56
0.4265,-0.09999999999999998
0.427,0.15999999999999992
0.4275,-0.28
0.428,-1.0
0.4285,-0.6399999999999999
0.429,-0.73
0.429501,-0.20999999999999996
0.43,0.24
0.4305,0.22999999999999998
0.431001,0.79
0.431501,1.01
0.432,0.8800000000000001
0.4325,0.6300000000000001
0.433,-0.040000000000000036
0.4335,-0.07999999999999996
0.434,-0.36
0.4345,-1.06
0.435,-0.86
0.435501,-1.05
0.436,-0.59
0.4365,0.09000000000000008
0.437,-0.15000000000000002
0.4375,0.30000000000000004
0.438,1.06
0.4385,0.6400000000000001
0.439,0.71
0.4395,0.19999999999999996
0.44,-0.25
0.440501,-0.16000000000000003
0.441,-0.73
0.4415,-1.01
0.442,-0.87
0.4425,-0.6399999999999999
0.443,0.040000000000000036
0.4435,0.040000000000000036
0.444,0.3600000000000001
0.4445,1.1
0.445,0.8900000000000001
0.4455,1.04
0.446,0.55
0.4465,-0.12
0.447,0.15999999999999992
0.4475,-0.28
0.448,-1.01
0.4485,-0.63
0.449,-0.72
0.4495,-0.25
0.45,0.24
0.4505,0.20999999999999996
0.451,0.77
0.4515,1.01
0.452,0.8800000000000001
0.4525,0.6400000000000001
0.453,-0.06999999999999995
0.4535,-0.05999999999999994
0.454,-0.37
0.4545,-1.06
0.455,-0.87
0.455501,-1.01
0.456,-0.58
0.4565,0.08000000000000007
0.457,-0.15000000000000002
0.4575,0.29000000000000004
0.458,1.0499999999999998
0.4585,0.6300000000000001
0.459001,0.72
0.4595,0.20999999999999996
0.46,-0.26
0.4605,-0.17999999999999994
0.461,-0.75
0.4615,-1.01
0.462,-0.88
0.4625,-0.6599999999999999
0.463,0.040000000000000036
0.4635,0.07000000000000006
0.464,0.3700000000000001
0.4645,1.0899999999999999
0.465,0.8800000000000001
0.4655,1.04
0.466,0.55
0.4665,-0.10999999999999999
0.467,0.1499999999999999
0.4675,-0.29999999999999993
0.468,-1.02
0.4685,-0.63
0.469,-0.74
0.4695,-0.24
0.47,0.21999999999999997
0.4705,0.21999999999999997
0.471,0.76
0.4715,1.0
0.472,0.8700000000000001
0.4725,0.6300000000000001
0.473,-0.05999999999999994
0.4735,-0.06999999999999995
0.474,-0.36
0.474501,-1.05
0.475,-0.86
0.4755,-1.04
0.476,-0.6
0.4765,0.08000000000000007
0.477,-0.16000000000000003
0.4775,0.28
0.478,1.0499999999999998
0.4785,0.6300000000000001
0.479,0.72
0.479501,0.20999999999999996
0.48,-0.27
0.4805,-0.18999999999999995
0.481,-0.74
0.4815,-1.01
0.482,-0.9
0.4825,-0.6499999999999999
0.483,0.040000000000000036
0.4835,0.030000000000000027
0.484001,0.3700000000000001
0.4845,1.08
0.485,0.8600000000000001
0.4855,1.0299999999999998
0.486,0.54
0.4865,-0.12
0.487,0.14000000000000012
0.4875,-0.29999999999999993
0.488,-1.03
0.4885,-0.6499999999999999
0.489,-0.74
0.4895,-0.24
0.49,0.21999999999999997
0.4905,0.20999999999999996
0.491,0.75
0.4915,1.0
0.492,0.8800000000000001
0.4925,0.6200000000000001
0.493,-0.06999999999999995
0.493501,-0.05999999999999994
0.494,-0.37
0.4945,-1.07
0.495,-0.88
0.4955,-1.05
0.496001,-0.62
0.4965,0.08000000000000007
0.497,-0.16000000000000003
0.4975,0.28
0.498,1.0299999999999998
0.4985,0.6200000000000001
0.499,0.7
0.4995,0.19999999999999996
0.5,-0.24
0.500501,-0.18999999999999995
0.501,-0.74
0.5015,-1.02
0.502,-0.89
0.502501,-0.6499999999999999
0.503,0.030000000000000027
0.5035,0.030000000000000027
0.504,0.3700000000000001
0.504501,1.08
0.505,0.8600000000000001
0.5055,1.04
0.506,0.54
0.506501,-0.12
0.507,0.14000000000000012
0.5075,-0.29000000000000004
0.508,-1.02
0.5085,-0.6499999999999999
0.509,-0.73
0.5095,-0.24
0.51,0.21999999999999997
0.5105,0.20999999999999996
0.511,0.76
0.5115,0.99
0.512,0.8800000000000001
0.5125,0.6300000000000001
0.513,-0.06999999999999995
0.5135,-0.05999999999999994
0.514,-0.38
0.514501,-1.07
0.515,-0.88
0.5155,-1.05
0.516,-0.61
0.5165,0.08000000000000007
0.517,-0.16000000000000003
0.5175,0.29000000000000004
0.518,1.0299999999999998
0.5185,0.6400000000000001
0.519,0.71
0.5195,0.20999999999999996
0.52,-0.28
0.5205,-0.18999999999999995
0.521,-0.75
0.5215,-1.02
0.522,-0.9099999999999999
0.5225,-0.6499999999999999
0.523,0.050000000000000044
0.523501,0.030000000000000027
0.524,0.3700000000000001
0.5245,1.0899999999999999
0.525,0.8500000000000001
0.5255,1.0299999999999998
0.526,0.55
0.5265,-0.09999999999999998
0.527,0.13000000000000012
0.527501,-0.29000000000000004
0.528,-1.03
0.5285,-0.6499999999999999
0.529,-0.73
0.5295,-0.24
0.53,0.21999999999999997
0.5305,0.20999999999999996
0.531,0.76
0.531501,1.0
0.532,0.8800000000000001
0.5325,0.6200000000000001
0.533,-0.06999999999999995
0.5335,-0.06999999999999995
0.534,-0.38
0.5345,-1.06
0.535,-0.86
0.5355,-1.06
0.536,-0.6
0.5365,0.08000000000000007
0.537,-0.16000000000000003
0.5375,0.29000000000000004
0.538,1.0299999999999998
0.5385,0.6400000000000001
0.539,0.71
0.5395,0.19999999999999996
0.54,-0.27
0.5405,-0.19999999999999996
0.541,-0.76
0.5415,-1.02
0.542,-0.9
0.5425,-0.6399999999999999
0.543,0.030000000000000027
0.543501,0.030000000000000027
0.544,0.3600000000000001
0.5445,1.0899999999999999
0.545,0.8600000000000001
0.5455,1.0299999999999998
0.546,0.52
0.5465,-0.14
0.547,0.1499999999999999
0.5475,-0.29000000000000004
0.548,-1.02
0.5485,-0.6499999999999999
0.549,-0.73
0.5495,-0.24
0.55,0.21999999999999997
0.550501,0.21999999999999997
0.551,0.76
0.5515,1.0
0.552,0.8700000000000001
0.5525,0.6200000000000001
0.553,-0.06999999999999995
0.5535,-0.05999999999999994
0.554,-0.37
0.5545,-1.07
0.555,-0.87
0.5555,-1.05
0.556,-0.6
0.5565,0.09000000000000008
0.557,-0.15000000000000002
0.5575,0.29000000000000004
0.558,1.0499999999999998
0.5585,0.6300000000000001
0.559,0.7
0.5595,0.20999999999999996
0.56,-0.26
0.5605,-0.17999999999999994
0.561,-0.74
0.5615,-1.01
0.562,-0.9
0.5625,-0.6399999999999999
0.563,0.040000000000000036
0.5635,0.030000000000000027
0.564,0.3800000000000001
0.5645,1.1
0.565,0.8700000000000001
0.5655,1.04
0.566,0.53
0.5665,-0.13
0.567,0.15999999999999992
0.5675,-0.29000000000000004
0.568,-1.01
0.5685,-0.6399999999999999
0.569,-0.73
0.569501,-0.21999999999999997
0.57,0.22999999999999998
0.5705,0.20999999999999996
0.571,0.77
0.5715,1.01
0.572,0.8700000000000001
0.5725,0.6400000000000001
0.573,-0.05999999999999994
0.5735,-0.04999999999999993
0.574,-0.37
0.5745,-1.07
0.575,-0.87
0.5755,-1.05
0.576,-0.6
0.5765,0.10000000000000009
0.577001,-0.14
0.5775,0.29000000000000004
0.578,1.04
0.5785,0.6400000000000001
0.579,0.71
0.5795,0.20999999999999996
0.58,-0.26
0.580501,-0.18999999999999995
0.581,-0.75
0.5815,-1.02
0.582,-0.9
0.5825,-0.63
0.583,0.030000000000000027
0.5835,0.040000000000000036
0.584,0.3700000000000001
0.5845,1.1
0.585,0.8800000000000001
0.5855,1.0499999999999998
0.586,0.55
0.5865,-0.09999999999999998
0.587,0.15999999999999992
0.587501,-0.28
0.588,-1.01
0.5885,-0.6499999999999999
0.589,-0.73
0.5895,-0.22999999999999998
0.59,0.21999999999999997
0.590501,0.22999999999999998
0.591,0.78
0.591501,1.01
0.592,0.8800000000000001
0.5925,0.6400000000000001
0.593,-0.05999999999999994
0.5935,-0.040000000000000036
0.594,-0.36
0.5945,-1.06
0.595,-0.87
0.5955,-1.04
0.596,-0.59
0.5965,0.10000000000000009
0.597,-0.13
0.597501,0.32000000000000006
0.598,1.04
0.5985,0.6499999999999999
0.599,0.73
0.5995,0.20999999999999996
0.6,-0.25
0.6005,-0.17999999999999994
0.601,-0.73
