Time (s),A0 (g),Force(N)
4.052,-0.030000000000000027,0.26
4.0525,0.0,0.18
4.053,-0.010000000000000009,0.08
4.0535,-0.010000000000000009,0.15
4.054,0.0,0.08
4.0545,0.0,0.09
4.055,-0.010000000000000009,0.17
4.0555,0.0,0.16
4.056,-0.010000000000000009,0.23
4.0565,-0.010000000000000009,0.19
4.057,-0.010000000000000009,0.18
4.0575,-0.010000000000000009,0.41
4.058,0.0,-0.03
4.0585,0.0,0.19
4.059,0.0,0.13
4.0595,-0.010000000000000009,0.27
4.06,-0.010000000000000009,0.16
4.0605,0.0,0.17
4.061,0.0,0.16
4.0615,-0.010000000000000009,0.16
4.062,-0.010000000000000009,0.1
4.0625,-0.010000000000000009,0.19
4.063,-0.010000000000000009,0.24
4.0635,0.0,0.08
4.064,-0.010000000000000009,0.24
4.0645,0.0,0.19
4.065,0.010000000000000009,0.33
4.0655,-0.010000000000000009,0.18
4.066,-0.010000000000000009,0.23
4.0665,-0.010000000000000009,-0.0
4.067,0.0,0.23
4.067501,-0.010000000000000009,0.18
4.068,-0.010000000000000009,0.2
4.0685,-0.010000000000000009,0.35
4.069,0.0,0.41
4.069501,-0.010000000000000009,0.18
4.07,0.0,0.19
4.0705,0.0,0.13
4.071,-0.010000000000000009,0.15
4.0715,0.0,0.14
4.072,0.010000000000000009,0.14
4.0725,-0.010000000000000009,0.04
4.073001,-0.010000000000000009,0.12
4.0735,0.0,0.14
4.074,-0.010000000000000009,0.22
4.0745,-0.010000000000000009,0.19
4.075,-0.020000000000000018,0.17
4.0755,-0.010000000000000009,0.22
4.076,0.0,0.15
4.0765,0.0,0.24
4.077,-0.020000000000000018,0.12
4.0775,0.0,0.27
4.078,-0.010000000000000009,0.22
4.0785,0.0,0.11
4.079,-0.010000000000000009,0.22
4.0795,-0.010000000000000009,0.26
4.08,0.0,0.2
4.0805,-0.010000000000000009,0.35
4.081,0.0,0.15
4.0815,-0.010000000000000009,0.23
4.082,-0.010000000000000009,0.18
4.0825,-0.010000000000000009,0.14
4.083,0.0,0.18
4.083501,-0.010000000000000009,0.19
4.084,-0.010000000000000009,0.24
4.0845,-0.010000000000000009,0.1
4.085,0.0,0.08
4.0855,-0.010000000000000009,0.24
4.086,0.010000000000000009,0.27
4.0865,-0.010000000000000009,0.26
4.087,-0.010000000000000009,0.16
4.0875,-0.020000000000000018,0.25
4.088,0.0,0.17
4.0885,-0.020000000000000018,0.19
4.089,0.0,0.23
4.0895,-0.010000000000000009,0.08
4.09,-0.010000000000000009,0.27
4.0905,0.010000000000000009,0.27
4.091,0.0,0.13
4.0915,-0.010000000000000009,0.25
4.092,-0.020000000000000018,0.18
4.0925,0.0,0.15
4.093,-0.020000000000000018,0.16
4.0935,-0.010000000000000009,0.2
4.094,-0.020000000000000018,0.26
4.094501,-0.010000000000000009,0.05
4.095,0.0,0.14
4.0955,-0.010000000000000009,0.24
4.096,-0.020000000000000018,0.23
4.0965,-0.020000000000000018,0.27
4.097,-0.010000000000000009,0.23
4.0975,-0.010000000000000009,0.24
4.098,-0.010000000000000009,0.37
4.0985,-0.010000000000000009,0.12
4.099,-0.010000000000000009,0.33
4.0995,-0.010000000000000009,0.22
4.1,-0.010000000000000009,0.21
4.1005,-0.020000000000000018,0.21
4.101,-0.020000000000000018,0.19
4.1015,-0.010000000000000009,0.18
4.102,-0.020000000000000018,0.15
4.1025,-0.010000000000000009,0.18
4.103,-0.020000000000000018,0.18
