Time (s),A0 (g),Force(N)
0.0,0.0,0.07
0.0005,0.0,0.06
0.001,0.0,0.13
0.001501,-0.010000000000000009,0.04
0.002,-0.010000000000000009,0.04
0.0025,0.010000000000000009,0.02
0.003,-0.010000000000000009,0.21
0.0035,0.0,-0.0
0.004,0.0,0.1
0.004501,0.0,-0.02
0.005,0.0,0.36
0.005501,0.0,-0.03
0.006,0.0,0.07
0.0065,0.0,0.09
0.007,0.010000000000000009,0.24
0.0075,0.0,0.35
0.008,0.0,0.12
0.0085,0.0,0.1
0.009,0.0,0.1
0.009501,0.0,0.15
0.01,0.0,0.14
0.0105,0.010000000000000009,0.14
0.011,0.0,0.09
0.011501,0.0,0.1
0.012,0.0,0.1
0.0125,0.0,0.08
0.013,0.010000000000000009,0.05
0.013501,0.010000000000000009,0.08
1.6485,-0.020000000000000018,0.33
1.649,-0.030000000000000027,0.18
1.6495,-0.030000000000000027,0.18
1.65,-0.020000000000000018,0.1
1.6505,-0.020000000000000018,0.28
1.651,-0.010000000000000009,0.15
1.6515,-0.030000000000000027,0.2
1.652,-0.030000000000000027,0.13
1.6525,-0.020000000000000018,0.31
1.653,-0.030000000000000027,0.12
1.6535,-0.030000000000000027,0.19
1.654,-0.020000000000000018,0.1
1.6545,-0.030000000000000027,0.22
1.655,-0.030000000000000027,0.16
1.6555,-0.030000000000000027,0.14
1.656,-0.040000000000000036,0.3
1.6565,-0.030000000000000027,0.08
1.657,-0.010000000000000009,-0.0
1.6575,-0.020000000000000018,0.13
1.658,-0.020000000000000018,0.02
1.6585,-0.04999999999999993,0.12
1.659,-0.020000000000000018,0.01
1.6595,-0.030000000000000027,0.15
1.66,-0.040000000000000036,0.16
1.6605,-0.030000000000000027,-0.04
1.661,-0.030000000000000027,0.07
1.6615,-0.030000000000000027,0.15
1.662,-0.010000000000000009,0.1
1.6625,-0.030000000000000027,-0.0
1.663,-0.020000000000000018,0.16
1.6635,-0.030000000000000027,0.23
1.664,-0.020000000000000018,0.12
1.6645,-0.020000000000000018,0.16
1.665,-0.030000000000000027,0.25
1.6655,-0.030000000000000027,0.06
1.666,-0.030000000000000027,0.39
1.6665,-0.040000000000000036,0.18
1.667,-0.030000000000000027,0.08
1.6675,-0.030000000000000027,0.38
1.668,-0.040000000000000036,0.02
1.6685,-0.030000000000000027,-0.01
1.669,-0.030000000000000027,0.03
1.6695,-0.030000000000000027,0.08
1.67,-0.040000000000000036,0.1
1.6705,-0.030000000000000027,0.31
1.671,-0.030000000000000027,0.11
1.6715,-0.040000000000000036,0.23
1.672,-0.04999999999999993,0.18
1.6725,-0.030000000000000027,0.17
1.673,-0.040000000000000036,0.19
1.6735,-0.04999999999999993,0.09
1.674,-0.020000000000000018,0.05
1.6745,-0.030000000000000027,0.16
1.675,-0.030000000000000027,0.16
1.6755,-0.030000000000000027,0.06
1.676,-0.030000000000000027,0.02
1.6765,-0.030000000000000027,0.15
1.677,-0.030000000000000027,0.09
1.6775,-0.04999999999999993,0.1
1.678,-0.030000000000000027,0.32
1.6785,-0.040000000000000036,0.01
1.679,-0.030000000000000027,0.15
1.679501,-0.040000000000000036,0.08
1.68,-0.020000000000000018,0.12
1.6805,-0.020000000000000018,0.25
1.681,-0.030000000000000027,0.16
1.6815,-0.020000000000000018,0.19
1.682,-0.020000000000000018,0.07
1.6825,-0.040000000000000036,0.16
1.683,-0.040000000000000036,0.16
1.6835,-0.030000000000000027,-0.01
1.684,-0.040000000000000036,0.17
1.684501,-0.040000000000000036,0.1
1.685,-0.020000000000000018,0.1
1.6855,-0.030000000000000027,0.02
1.686,-0.030000000000000027,0.1
1.6865,-0.030000000000000027,0.19
1.687,-0.040000000000000036,0.14
1.6875,-0.030000000000000027,0.2
1.688,-0.040000000000000036,0.28
1.688501,-0.030000000000000027,0.18
1.689,-0.030000000000000027,0.03
1.6895,-0.020000000000000018,0.1
1.69,-0.030000000000000027,0.1
1.690501,-0.030000000000000027,0.12
1.691,-0.030000000000000027,0.22
1.6915,-0.030000000000000027,0.24
1.692,-0.030000000000000027,-0.05
1.6925,-0.040000000000000036,-0.0
1.693,-0.040000000000000036,0.05
1.6935,-0.030000000000000027,0.08
1.694,-0.020000000000000018,0.18
1.694501,-0.020000000000000018,0.1
1.695,-0.020000000000000018,0.25
1.6955,-0.020000000000000018,0.13
1.696,-0.030000000000000027,0.25
1.6965,-0.030000000000000027,0.41
1.697,-0.040000000000000036,0.27
