Time (s),A0 (g),Force(N)
0.0,-0.020000000000000018,0.14
0.000501,-0.020000000000000018,0.16
0.001,0.0,0.11
0.0015,-0.010000000000000009,0.2
0.002,-0.010000000000000009,0.06
0.0025,-0.010000000000000009,0.17
0.003,-0.010000000000000009,0.18
0.0035,0.0,0.14
0.004,-0.020000000000000018,0.24
0.0045,-0.010000000000000009,0.07
0.005,-0.020000000000000018,0.23
0.005501,-0.010000000000000009,0.16
0.006,-0.020000000000000018,0.18
0.0065,-0.020000000000000018,0.26
0.007,-0.020000000000000018,0.16
0.0075,0.0,0.18
0.008,-0.010000000000000009,0.09
0.0085,0.0,0.1
0.009,0.0,0.12
0.0095,-0.010000000000000009,0.18
0.01,-0.010000000000000009,0.22
0.0105,-0.020000000000000018,0.25
0.011,-0.010000000000000009,0.05
0.0115,0.0,0.13
0.012,-0.010000000000000009,0.18
0.012501,-0.020000000000000018,0.19
0.013,-0.010000000000000009,0.04
0.013501,-0.010000000000000009,0.09
0.014,-0.010000000000000009,0.1
0.0145,-0.010000000000000009,-0.04
0.015,-0.010000000000000009,0.14
0.0155,-0.020000000000000018,0.14
0.016,-0.020000000000000018,0.09
0.0165,-0.020000000000000018,0.1
0.017,-0.010000000000000009,0.22
0.0175,-0.010000000000000009,0.09
0.018,-0.010000000000000009,0.15
0.018501,-0.020000000000000018,0.08
0.019,-0.010000000000000009,0.15
0.0195,-0.010000000000000009,0.14
0.02,0.0,0.16
0.020501,-0.010000000000000009,0.04
0.021,-0.010000000000000009,0.07
0.0215,-0.020000000000000018,0.08
0.022,-0.010000000000000009,0.18
0.0225,-0.010000000000000009,0.17
0.023,0.0,0.04
0.0235,-0.010000000000000009,0.18
0.024,-0.010000000000000009,0.06
0.0245,-0.010000000000000009,0.18
0.025,-0.010000000000000009,0.09
0.0255,-0.020000000000000018,0.15
0.026,-0.020000000000000018,0.11
0.0265,-0.010000000000000009,0.1
0.027,-0.020000000000000018,0.1
0.0275,-0.020000000000000018,0.18
0.028,-0.010000000000000009,0.1
0.0285,-0.020000000000000018,-0.03
0.029,0.0,0.15
0.0295,-0.010000000000000009,0.15
0.03,-0.010000000000000009,0.17
0.0305,-0.010000000000000009,0.05
0.031,-0.020000000000000018,0.12
0.0315,-0.010000000000000009,0.1
0.032,-0.010000000000000009,0.08
0.0325,-0.010000000000000009,0.17
0.033,-0.010000000000000009,0.1
0.0335,-0.010000000000000009,0.1
0.034,-0.020000000000000018,0.12
0.0345,-0.010000000000000009,0.11
0.035,-0.010000000000000009,0.16
0.035501,0.0,0.1
0.036,-0.020000000000000018,0.11
0.0365,-0.020000000000000018,0.11
0.037,-0.010000000000000009,0.12
0.0375,-0.010000000000000009,0.13
0.038,-0.010000000000000009,0.18
0.0385,0.0,0.23
0.039,-0.010000000000000009,0.1
0.0395,-0.020000000000000018,0.1
0.04,-0.030000000000000027,0.17
0.0405,0.0,0.12
0.041,-0.010000000000000009,0.15
0.041501,0.0,0.12
0.042,0.0,0.11
0.0425,-0.010000000000000009,0.11
0.043,-0.010000000000000009,0.2
0.043501,-0.020000000000000018,-0.1
0.044,-0.010000000000000009,0.18
0.0445,0.0,0.12
0.045,-0.010000000000000009,0.11
0.0455,-0.010000000000000009,0.13
0.046,-0.010000000000000009,0.1
0.0465,-0.010000000000000009,0.06
0.047,-0.010000000000000009,0.16
0.0475,-0.030000000000000027,0.09
0.048,0.0,0.16
0.048501,0.0,0.11
0.049,-0.020000000000000018,0.14
0.0495,-0.010000000000000009,0.12
0.05,-0.010000000000000009,0.1
0.050501,-0.010000000000000009,0.06
0.051,-0.010000000000000009,0.18
0.0515,-0.020000000000000018,-0.01
0.052,-0.010000000000000009,0.23
0.0525,-0.010000000000000009,0.05
0.053001,-0.010000000000000009,0.11
0.0535,0.0,0.17
0.054,-0.010000000000000009,0.14
0.0545,-0.020000000000000018,-0.02
