Time,Accel_1,Accel_2,Force_1,Accel_3,Accel_4,Force_2,Accel_5,Force_3
0,0.6805410009889,-0.545690841049445,-0.0309225387010676,0.956957671261352,-0.946130370312815,1.07081970373665,-0.489945844762866,-0.0344511539145907
0.00048828,0.475481292916246,-0.381889220232089,-0.0947090444839858,-1.0933993575782,1.93459651473259,0.197623154359431,-0.710965925731584,0.474483732651246
0.00097656,0.00662302657921292,-0.00391247101917255,-0.143838225533808,0.778734533118063,0.147134181241171,0.399297085409253,0.0195550525933401,0.0836217397686833
0.0014648,-0.183571930030273,0.196516593289606,-0.123752262010676,0.788687453662967,-0.81297268457114,0.409340067170819,-0.325202543350151,-0.677473418594306
0.0019531,-0.206149117759839,0.216886376569122,-0.108552073398577,-1.09389177170535,0.379733837093845,-0.520042893683274,0.443917547366297,-0.390841290480427
0.0024414,0.504349071120081,-0.0118350793844601,0.192194515569395,0.155910679576186,-0.642762800110999,0.00762079670818505,1.02868394405651,-0.110452096975089
0.0029297,1.09543067899092,-0.38203080530777,0.330353372775801,1.06924655778002,-0.686500276750757,0.0914932660142349,-1.30388793140262,-0.203281820284697
0.003418,0.393482030393542,-0.0726489473259334,0.172922847864769,-1.05404931364279,1.84810650110999,-0.459242139234875,-1.15351696732593,0.27688128069395
0.0039062,-0.149398389606458,-0.0664007363773966,-0.143023929715302,0.0723603125529768,0.160116917093845,0.159079818950178,0.453144157073663,0.467155070284697
0.0043945,-1.08256009160444,0.847580174127144,0.161794138345196,1.28025832161453,-1.84734400051463,0.398754221530249,-0.255372064944501,-0.333569151245552
0.0048828,-0.651451523289607,0.283616038324924,-0.0732659212633452,-1.16645514851665,0.728433255005046,0.22042343727758,0.71457912752775,-0.447841997775801
0.0053711,0.121250880201816,-0.440893261553986,-0.235310789145907,0.30898376617558,0.213457555388496,0.260323932384342,1.52629919541877,0.461997863434164
0.0058594,0.267645600201816,-0.0919229852371342,0.21743768594306,0.864623867245207,-0.0939544232795157,0.482083826957295,-0.521608073138244,0.285838534697509
0.0063477,0.431176331826438,-0.666425975368315,-0.260282527580071,-1.13105057277497,1.17195158251261,-0.182924424822064,-1.19862210137235,0.56975634341637
0.0068359,-0.883667870474269,-0.0207549391523713,-0.636215763790036,-0.0417566614127144,-0.823129874783048,-0.210881914590747,0.383098247487387,0.490226785142349
0.0073242,-1.06392837206862,0.509567351493441,-0.28145421886121,0.418681323350151,-1.44155501773966,0.0513213389679715,-0.0288923423410696,-0.103937730427046
0.0078125,-0.157480136468214,0.283769935146317,0.0537642264234875,-0.639005756226034,0.754878884793138,0.0439926766014235,0.77522608246216,-0.023051012455516
