t,F,0,l/4,l/2,3l/4,l
0 sec,0.730951897255298,-0.511642708284561,-0.31809753069395
0.00048828 sec,-0.406056943027245,0.400842325116045,0.155822635676157
0.00097656 sec,-0.606715699838547,0.26272916172553,0.266566866992883
0.0014648 sec,0.995778370010091,-1.30547329239152,0.0570214096975089
0.0019531 sec,-0.33025594332997,0.474922099061554,0.471226549377224
0.0024414 sec,-0.0445141805247225,0.626849041140263,0.140079583185053
0.0029297 sec,1.45744739009082,-0.821012254520686,-0.000250729537366545
0.003418 sec,-0.391573812512614,0.687638285590313,0.243495152135231
0.0039062 sec,0.216551479334006,-0.175464335761857,0.113750685053381
0.0043945 sec,1.15397871870838,-1.06221782062563,0.137636695729537
0.0048828 sec,-1.03022262506559,1.20497784038345,0.230737850978648
0.0053711 sec,0.307728110151362,-0.175926026226034,0.12895087366548
0.0058594 sec,0.349601776488396,-0.613073025327952,0.260595364323843
0.0063477 sec,-1.44929782314834,0.791863368910192,0.374325346975089
0.0068359 sec,0.504829174894047,-1.0098744337336,-0.205453275800712
0.0073242 sec,0.273191414308779,-0.184482689495459,-0.125652285587189
0.0078125 sec,-1.34465366595358,1.73265926157417,0.116193572508897
0.0083008 sec,0.989832469424824,-0.84483548247225,-0.588443742437722
0.0087891 sec,0.319995377093845,-0.503012174540868,-0.203824684163701
0.0092773 sec,-1.22696053438951,1.11101459711403,0.102079111654804
0.0097656 sec,1.09234693551968,-0.961987898789102,-0.0702801699288256
0.010254 sec,-0.0651832635116044,0.240654201664985,0.0735787580071174
0.010742 sec,-0.906805179273461,0.940355333935419,0.18079437411032
0.01123 sec,1.33515018643794,-1.36330156199798,-0.34551215658363
0.011719 sec,-0.317330072492432,0.354242367598386,0.291267173487544
0.012207 sec,-0.93431266345106,0.997118637537841,0.146865381672598
0.012695 sec,1.54833472760848,-1.48273165127144,-0.3408978136121
0.013184 sec,-0.662869375862765,0.698398751342079,0.283395647241993
0.013672 sec,-0.946456826861756,0.835336143017155,0.251909542259786
0.01416 sec,1.53715077174571,-1.76169734147326,-0.105023458185053
0.014648 sec,-0.969335618244198,0.837823115650858,0.120536483540925
0.015137 sec,-0.391069088032291,0.596451340978809,-0.0499227744661921
0.015625 sec,1.48872799751766,-1.16361120243189,-0.322169009786477
0.016113 sec,-1.20117034448032,1.30155732961655,0.238880809163701
0.016602 sec,-0.135776983814329,-0.0962751873461151,0.35152506405694
0.01709 sec,1.1194974194551,-1.47003824144299,-0.190524519128114
0.017578 sec,-1.13240471162462,1.11377242815338,0.312167432829181
