0,-1.2028,0.35742
0.00048828,0.42142,0.59625
0.00097656,0.79737,0.3604
0.0014648,1.0363,0.25537
0.0019531,0.76429,0.4193
0.0024414,-0.74304,0.56016
0.0029297,-0.55783,0.42445
0.003418,-0.58791,0.0081165
0.0039062,0.47021,-0.20629
0.0043945,1.7207,-0.079005
0.0048828,0.7182,0.21493
0.0053711,0.038784,0.34032
0.0058594,-1.3745,0.49583
0.0063477,-1.2111,0.70536
0.0068359,0.19469,0.20434
0.0073242,0.44104,-0.1645
0.0078125,1.615,0.0064881
0.0083008,0.44138,0.19729
0.0087891,-1.0079,0.31589
0.0092773,-1.1273,0.40654
0.0097656,-1.2027,0.02033
0.010254,0.78988,0.3262
0.010742,1.6984,0.00024573
0.01123,0.34645,-0.1208
0.011719,0.18214,0.45186
0.012207,-1.4139,0.57427
0.012695,-1.3241,0.38347
0.013184,0.29999,0.39704
0.013672,0.79593,-0.24266
0.01416,1.6256,0.11668
0.014648,0.84787,0.12943
0.015137,-1.3006,0.099852
0.015625,-0.67487,0.71567
0.016113,-0.44288,0.44237
0.016602,0.45655,0.2209
0.01709,2.0169,-0.013053
0.017578,0.54145,0.028743
0.018066,0.42293,0.4885
0.018555,-0.88563,0.52324
0.019043,-1.5033,0.43232
0.019531,0.74362,0.58458
0.02002,0.73197,-0.155
0.020508,1.2243,0.039871
0.020996,1.2093,0.23854
0.021484,-1.2235,0.25591
0.021973,-0.45151,0.74634
0.022461,-0.71564,0.58078
0.022949,-0.044717,0.34846
0.023438,1.9486,0.66085
0.023926,0.20318,-0.075748
0.024414,-0.26944,0.14925
0.024902,-0.34569,0.41251
0.025391,-1.4351,0.59978
0.025879,0.73079,0.59815
0.026367,0.15293,-0.021195
0.026855,0.55075,0.015716
0.027344,1.2724,0.44562
0.027832,-1.0837,0.29336
0.02832,-0.2537,0.39921
0.028809,-0.37526,0.39378
0.029297,-0.03738,0.29174
0.029785,1.5457,0.40871
0.030273,-0.014828,0.14219
0.030762,0.080461,0.39297
0.03125,-0.25039,0.44589
0.031738,-1.1836,0.22931
0.032227,0.76811,0.37723
0.032715,0.59999,0.18643
0.033203,0.79689,0.033357
0.033691,0.80899,0.022501
0.03418,-0.84689,0.0059452
0.034668,0.15406,0.51754
0.035156,0.042077,0.3908
0.035645,-0.11189,-0.055121
0.036133,1.0876,0.30883
0.036621,0.20555,0.3414
0.037109,-0.13733,0.37017
0.037598,-0.39661,0.41658
0.038086,-0.94021,0.30802
0.038574,0.5069,0.71974
0.039062,0.58666,0.38238
0.039551,-0.028068,0.071897
0.040039,0.50721,0.10555
0.040527,-0.51816,0.23935
0.041016,-0.03634,0.40328
0.041504,0.093109,0.32865
0.041992,-0.17414,-0.054307
0.04248,0.75566,0.35389
0.042969,0.2027,0.49149
0.043457,-0.37412,0.65596
0.043945,-0.061152,0.81908
0.044434,-0.74334,0.69097
0.044922,0.16671,0.52433
0.04541,0.57113,0.26839
0.045898,0.41661,0.2551
0.046387,0.96876,0.21873
0.046875,-0.33042,-0.17481
0.047363,-0.047875,0.37316
0.047852,0.70614,0.37126
0.04834,-0.18752,-0.0046396
0.048828,1.0497,0.19891
0.049316,0.43766,0.16879
0.049805,-0.037386,0.0396
0.050293,0.4344,0.48416
0.050781,-0.59875,0.52053
0.05127,0.14376,0.50995
0.051758,0.29177,0.58675
0.052246,-0.17508,0.27274
0.052734,0.33904,0.21031
0.053223,-0.086203,0.093609
0.053711,-0.030191,0.27925
0.054199,0.22007,0.21764
0.054688,-0.42121,0.15658
0.055176,0.34665,0.23881
0.055664,-0.056837,0.3528
0.056152,-0.21461,0.2627
0.056641,0.12297,0.42418
0.057129,-0.37663,-0.0030111
0.057617,-0.137,0.2114
0.058105,0.35915,0.24397
0.058594,-0.14934,-0.073034
0.059082,0.2873,0.16933
0.05957,0.038242,0.14599
0.060059,-0.32733,0.14301
0.060547,0.48764,0.19403
0.061035,-0.15,0.063212
0.061523,0.28371,0.084381
0.062012,0.52614,0.33489
0.0625,-0.1517,0.40383
0.062988,0.12353,0.24614
0.063477,-0.41999,0.27409
0.063965,0.21484,0.1905
0.064453,0.50842,0.30449
0.064941,0.22927,0.013816
0.06543,0.33236,0.073254
0.065918,0.15071,0.2361
0.066406,-0.020564,0.21791
0.066895,0.092328,0.21628
0.067383,0.21184,0.18914
0.067871,0.39306,0.24343
0.068359,0.31041,0.33896
0.068848,-0.12471,0.62991
0.069336,-0.16773,0.48498
0.069824,-0.51065,0.73304
0.070312,0.035565,0.77239
0.070801,-0.018626,0.56911
0.071289,0.21168,0.50506
0.071777,0.34599,0.40844
0.072266,-0.20853,0.29825
0.072754,0.25317,0.62909
0.073242,0.20023,0.16526
0.07373,-0.12521,-0.068149
0.074219,0.84813,0.086281
0.074707,0.40524,0.21059
0.075195,0.51803,0.49529
0.075684,0.096273,0.32675
0.076172,-0.80214,0.36746
0.07666,0.51412,0.71024
0.077148,0.1685,0.28604
0.077637,0.20993,0.31779
0.078125,0.90984,0.30612
0.078613,-0.44037,0.30069
0.079102,0.31872,0.44481
0.07959,-0.28912,0.42418
0.080078,-0.22,0.19566
0.080566,0.95194,0.51103
0.081055,0.04825,0.44264
0.081543,0.14576,0.37451
0.082031,-0.17212,0.3699
0.08252,-0.61478,0.65026
0.083008,0.34032,0.61444
0.083496,-0.26701,0.11966
0.083984,0.35539,0.083839
0.084473,0.68295,0.33299
0.084961,-0.2268,0.029829
0.085449,0.11746,0.36067
0.085938,-0.056307,0.17612
0.086426,-0.27843,-0.057292
0.086914,0.78257,0.15549
0.087402,0.29591,-0.097732
0.087891,0.2103,0.425
0.088379,0.32238,0.54984
0.088867,-1.1589,0.30666
0.089355,-0.049715,0.39053
0.089844,0.082695,0.4117
0.090332,0.2603,0.2076
0.09082,0.94221,0.2076
0.091309,-0.34897,0.022501
0.091797,-0.072563,0.22714
0.092285,-0.0090111,0.22606
0.092773,-0.32861,-0.085247
0.093262,0.91234,0.089538
0.09375,0.49641,-0.035308
0.094238,0.16704,0.3965
0.094727,0.20628,0.40247
0.095215,-1.2369,0.55147
0.095703,0.098735,0.80062
0.096191,-0.0057489,0.39677
0.09668,-0.0017357,0.11532
0.097168,1.1073,0.21981
0.097656,-0.26401,0.20706
0.098145,0.17745,0.37777
0.098633,-0.1933,0.27057
0.099121,-0.56922,0.070268
0.099609,1.0802,0.13432
0.1001,0.37375,-0.050779
0.10059,0.56756,0.11994
0.10107,0.3955,0.064026
0.10156,-0.99388,0.20489
0.10205,0.28459,0.69776
0.10254,-0.24885,0.38754
0.10303,0.010858,0.31236
0.10352,0.98889,0.24614
0.104,-0.51473,0.10094
0.10449,0.41909,0.45024
0.10498,-0.1368,0.5645
0.10547,-0.63148,0.22958
0.10596,0.54487,0.47982
0.10645,0.011079,0.20217
0.10693,0.40688,0.17177
0.10742,0.43836,0.27898
0.10791,-0.56556,0.17042
0.1084,0.13874,0.45946
