t,FA_1,A_1,FA_2,A_2,FA_3,A_3,FA_4,A_4,FA_5,A_5
1.0107,-0.206267572,-0.747780037,-0.206267572,0.205294868,-0.018436669,-0.297695059,-0.018436669,0.055140817,0.032863967,0.219832188
1.0112,0.168037073,0.469738513,0.168037073,-0.337160648,0.018749506,0.606235709,0.018749506,-1.171262952,-0.397084225,-0.257975705
1.0117,-0.179124378,0.434838662,-0.179124378,-0.599173064,-0.148181137,-0.331554686,-0.148181137,0.175094156,-0.23123931,0.208543595
1.0122,-0.082494607,-0.963254304,-0.082494607,0.558444982,-0.197038886,-0.524402523,-0.197038886,0.858660745,-0.179667242,0.681679709
1.0127,0.005177909,0.063816927,0.005177909,-0.053928938,0.237795081,0.413006251,0.237795081,-0.235884228,-0.368041008,0.169993724
1.0132,-0.093623317,-0.352039113,-0.093623317,0.228490197,-0.058337165,-0.245332972,-0.058337165,-0.162370794,-0.057251437,0.099036848
1.0137,-0.056165709,0.047216416,-0.056165709,0.014382783,-0.288240017,-0.812353995,-0.288240017,0.075861485,-0.038794065,0.092524671
1.0142,0.276609849,1.436612117,0.276609849,-0.661458186,0.1172793,0.300114157,0.1172793,-0.702357805,-0.062951508,-0.736811512
1.0146,0.259781069,0.09982471,0.259781069,0.358988546,-0.033636858,0.174074606,-0.033636858,0.103599848,0.093664722,-0.022066252
1.0151,-0.049379911,0.077407557,-0.049379911,0.010689259,0.011149412,-0.566251569,0.011149412,1.131722953,0.347453585,0.30894068
1.0156,-0.201110365,0.24777669,-0.201110365,-0.308271137,0.379482554,0.916044212,0.379482554,-0.528294344,0.176994327,-0.488388585
1.0161,0.037206878,-0.999754501,0.037206878,0.76302926,-0.126195149,0.394639204,-0.126195149,-0.393369923,0.223137757,-0.425033352
1.0166,-0.001065025,0.319078256,-0.001065025,-0.282330289,-0.38378406,-0.985376008,-0.38378406,0.789080914,0.129222306,-0.057686258
1.0171,-0.126738013,0.43180416,-0.126738013,-0.557011491,0.283938511,0.911630951,0.283938511,-0.881272094,-0.129452333,-0.108232569
1.0176,-0.395727065,-0.513655585,-0.395727065,-0.204206106,0.68267203,0.702902758,0.68267203,-0.191408046,-0.382969764,0.612821748
1.0181,-0.321354714,-0.352039113,-0.321354714,-0.249408681,0.110764934,-0.487459153,0.110764934,1.372128256,0.11157923,0.669203166
1.0186,-0.092809021,-1.300471808,-0.092809021,0.686197811,0.127593714,0.281463972,0.127593714,0.078379237,0.009792252,0.277869349
1.019,-0.258925368,-0.731702716,-0.258925368,0.150224429,-0.177224354,-0.00040003,-0.177224354,-0.765079994,-0.141123906,-0.548069177
1.0195,0.057292842,0.672336151,0.057292842,-0.524902458,-0.741802788,-1.217604666,-0.741802788,-0.093455798,-0.150624024,-0.243566436
1.02,-0.132709516,0.591617165,-0.132709516,-0.611577148,-0.243996611,-0.301462027,-0.243996611,-0.525308746,-0.330311968,0.558662349
1.0205,-0.214139098,-0.095503663,-0.214139098,-0.134737081,0.043721245,0.460530369,0.043721245,-0.238186524,-0.238567972,0.397624464
1.021,-0.309954573,-0.319275108,-0.309954573,-0.017012168,-0.322440442,-0.610925841,-0.322440442,1.345627223,-0.139495315,0.234844664
1.0215,-0.241553724,-1.051759588,-0.241553724,0.602447161,-0.200567501,-0.033317914,-0.200567501,0.228059286,0.447069107,-0.735094218
1.022,0.004363613,0.07260652,0.004363613,0.090136954,-0.481228126,0.616170164,-0.481228126,-1.303115593,-0.003507913,-0.957179144
1.0225,0.0458927,1.363014671,0.0458927,-0.88970564,-0.633501444,-0.928003607,-0.633501444,0.098816735,0.008163661,-0.794657862
1.0229,-0.15849555,0.543286718,-0.15849555,-0.492645685,-0.053994254,0.347305896,-0.053994254,-0.194319774,-0.267068326,0.941495868
1.0234,0.0458927,-0.140393366,0.0458927,0.170212549,0.40554002,1.222362731,0.40554002,-0.040872332,-0.076794536,0.854609395
1.0239,-0.378355421,-0.770615742,-0.378355421,0.108179818,0.042906949,-0.436832826,0.042906949,1.616898073,-0.094709044,0.109716079
1.0244,-0.574600714,-1.622602975,-0.574600714,0.518394873,0.059464297,0.100981884,0.059464297,-0.048573329,0.619971252,-0.499806438
1.0249,0.064350072,-0.023364994,0.064350072,-0.070925303,-0.062680076,0.463934182,-0.062680076,-1.557697871,0.551841835,-0.562336877
1.0254,0.183237262,0.77303484,0.183237262,-0.517761646,-0.791746265,-1.249814705,-0.791746265,0.138774506,0.294524357,-0.187431226
1.0259,0.079821693,0.071960226,0.079821693,-0.059715458,-0.567000619,-0.703659731,-0.567000619,0.355867518,0.204951817,1.042089919
1.0264,0.176451463,0.366516202,0.176451463,-0.163214149,0.107236319,0.497602998,0.107236319,-0.370254621,-0.407398639,1.035707001
1.0269,0.160436979,-0.888739736,0.160436979,0.855841355,0.234537898,-0.451709888,0.234537898,0.593490366,-0.148181137,-0.49778754
1.0273,0.117550732,-0.787911788,0.117550732,0.810940419,-0.161481302,-0.145206714,-0.161481302,0.053349458,0.256795317,-0.002917497
1.0278,0.129493738,1.272250437,0.129493738,-0.66631517,0.18296583,0.22092781,0.18296583,-0.56221936,0.422097368,-0.73550046
1.0283,0.257881045,0.901093289,0.257881045,-0.186150931,-0.160124142,0.060560839,-0.160124142,-0.158351009,-0.560214821,-0.865565496
1.0288,0.373239619,0.851408703,0.373239619,-0.039598066,0.141436743,-0.029280118,0.141436743,0.466667074,-0.352297955,0.397341326
1.0293,0.08362174,0.590503078,0.08362174,-0.152028928,0.345282129,0.91926337,0.345282129,-0.103169765,-0.436170424,1.129887358
1.0298,0.020106666,-1.081526022,0.020106666,0.983760393,-0.016808078,0.26120113,-0.016808078,0.388235098,-0.632415717,-0.405539908
1.0303,0.209294728,0.125208659,0.209294728,0.200259364,-0.393012746,-0.469498348,-0.393012746,0.40958982,-0.103123435,-0.603207249
1.0308,0.146051086,0.829982533,0.146051086,-0.428390684,-0.023051012,0.307321868,-0.023051012,-0.964585677,0.235895058,-0.050650892
1.0312,0.212009047,0.105038145,0.212009047,0.067557213,0.219609141,0.091527532,0.219609141,-0.518124842,0.003006454,-0.488954861
1.0317,-0.030379675,0.711089142,-0.030379675,-0.665071683,0.247023767,-0.325898078,0.247023767,0.76859417,-0.362612369,0.779904017
1.0322,-0.157409823,-1.135186851,-0.157409823,0.558291085,0.393325583,0.285150922,0.393325583,0.461434582,-0.039065497,1.056271446
1.0327,-0.083851767,-1.569576129,-0.083851767,0.913386455,0.37893969,-0.044914267,0.37893969,0.092322289,0.063807208,0.170504603
1.0332,-0.182652993,0.304459711,-0.182652993,-0.507899938,-0.045037,-0.422109644,-0.045037,-0.344855489,0.458197816,-0.354415011
1.0337,-0.037436905,-0.035065984,-0.037436905,-0.097044671,-0.267339758,-0.264100105,-0.267339758,-0.638293636,0.352882224,-0.592201793
1.0342,-0.275482716,0.849014339,-0.275482716,-0.906166444,0.083078876,-0.187357364,0.083078876,-0.032309513,0.52171289,-0.523005298
1.0347,0.181065806,0.061496426,0.181065806,0.202635531,0.318681799,0.419235289,0.318681799,0.331207091,-0.091723293,0.807688484
1.0352,-0.431013218,-0.871203638,-0.431013218,0.315558863,0.184594421,0.353879624,0.184594421,0.623130894,-0.141123906,0.039097738
1.0356,-0.128095173,-0.473763886,-0.128095173,0.363057578,0.136550968,0.030308146,0.136550968,0.275847327,-0.031193971,-0.005207223
1.0361,0.534198759,0.578955967,0.534198759,0.284496328,-0.020879557,0.454233623,-0.020879557,-0.838322569,0.427797439,-0.277013666
1.0366,0.112393525,1.247986731,0.112393525,-0.64695495,-0.089008974,0.019745863,-0.089008974,-0.353085891,0.19002306,-1.036291629
1.0371,0.262223956,0.863078918,0.262223956,-0.24354829,0.188123036,-0.019684198,0.188123036,0.412378431,0.006535069,-0.35209451
1.0376,-0.298554431,0.414501958,-0.298554431,-0.564066122,0.464440751,0.698089409,0.464440751,0.235557139,-0.088194678,0.83578071
1.0381,-0.25783964,-1.852880442,-0.25783964,1.097674821,0.328181917,-0.017443714,0.328181917,0.559996262,-0.160395574,0.638833524
1.0386,-0.10800921,-0.915945617,-0.10800921,0.551519625,0.375682507,-0.379885132,0.375682507,0.003136003,0.204137521,0.249475519
1.0391,0.004363613,0.454941469,0.004363613,-0.430255913,0.672629048,0.381479436,0.672629048,-1.133841401,0.311896001,-0.23131148
1.0396,0.005449341,0.559727195,0.005449341,-0.451253596,0.295338653,-0.091785937,0.295338653,-0.024614671,0.005720773,-0.988225855
1.04,0.179708646,1.00555279,0.179708646,-0.686574147,-0.52655726,-0.758422337,-0.52655726,1.205581116,-0.144652521,0.249401657
1.0405,-0.399527113,-0.621986693,-0.399527113,-0.026873877,0.018206642,-0.244742075,0.018206642,0.173302797,-0.523571509,1.399348678
1.041,-0.485028173,-2.209215925,-0.485028173,1.080136739,-0.189167359,0.566984148,-0.189167359,-1.322882101,-0.562114844,0.393900582
1.0415,-0.181567265,-0.371052454,-0.181567265,0.069680989,-1.085707056,-0.946216775,-1.085707056,0.168735139,0.038292606,0.095953104
1.042,0.140622447,0.290690581,0.140622447,-0.009932915,-0.688059264,-0.621278848,-0.688059264,0.36021972,0.228837827,-0.842065032
1.0425,0.199523178,1.416250793,0.199523178,-0.730163883,0.401197109,1.456419476,0.401197109,-0.960251943,-0.209796187,-1.741625625
1.043,0.698415083,1.5639381,0.698415083,-0.325858465,0.112393525,0.287643769,0.112393525,0.79183259,0.046978428,0.284978577
1.0435,0.160979843,-0.363284621,0.160979843,0.616217849,-0.099323387,-0.403970338,-0.099323387,1.290975384,-0.180752969,1.537483151
1.0439,-0.203010388,-0.951368658,-0.203010388,0.619431214,0.10045052,1.095603024,0.10045052,-1.132899553,-0.381884036,-0.255667513
1.0444,-0.035808314,-0.075203891,-0.035808314,0.15259444,-0.590072334,-0.432721168,-0.590072334,-0.396490951,0.095564745,-0.227285994
1.0449,-0.06322294,0.298932363,-0.06322294,-0.175464336,-0.501856954,-1.390712852,-0.501856954,0.545800819,0.090950402,-0.471578798
1.0454,-0.042865544,1.073512095,-0.042865544,-0.769549157,0.394954174,0.955831274,0.394954174,-1.122422257,-0.498328339,-1.038273596
1.0459,0.022278121,0.653445914,0.022278121,-0.471789587,0.182694398,-0.081328292,0.182694398,0.573489935,-0.425041715,1.477630214
1.0464,-0.216310553,-1.123725913,-0.216310553,0.497871193,-0.669873324,-1.456579397,-0.669873324,1.665467909,-0.027393923,1.937421905
1.0469,-0.692673607,-1.123750533,-0.692673607,-0.016802869,-0.053722822,0.175908848,-0.053722822,-1.159659132,-0.204910412,-0.305647547
1.0474,-0.194324566,-1.062851216,-0.194324566,0.436324776,-0.263268279,0.190299651,-0.263268279,-1.617532955,0.453854905,-1.017629134
1.0479,0.289095718,-0.066063454,0.289095718,0.201392045,-0.371841055,-1.291916113,-0.371841055,0.889378551,0.284209943,-0.744345448
1.0483,-0.081408879,1.286407343,-0.081408879,-1.083904961,0.574642118,1.087478191,0.574642118,0.088758039,-0.414998733,-0.77994699
1.0488,0.453312041,0.061065564,0.453312041,0.350105621,0.55944193,1.397459039,0.55944193,0.299658243,-0.568629211,1.56377191
1.0493,0.451954882,-0.046963941,0.451954882,0.538186004,-0.167995668,-0.933383232,-0.167995668,1.655483084,-0.166095645,1.547239106
1.0498,0.323839006,-0.509593168,0.323839006,0.873459464,-0.416627325,0.597716945,-0.416627325,-1.342156139,0.287738558,-1.044028686
1.0503,-0.101766275,0.249887916,-0.101766275,-0.035861451,-0.080594584,0.376462967,-0.080594584,-1.583614096,0.730715484,-1.51142202
1.0508,0.351253632,1.290968329,0.351253632,-0.303906623,-0.54610036,-0.908128542,-0.54610036,0.823492244,0.499455471,-1.385493263
1.0513,0.319496095,1.219537505,0.319496095,-0.22814014,0.623228435,0.30476747,0.623228435,0.772059926,-0.314568915,-0.036493985
1.0518,0.052678499,0.40620478,0.052678499,-0.022324687,0.78473044,1.203589442,0.78473044,-0.158985064,-0.469556553,2.400383513
1.0522,-0.433727537,0.020478329,-0.433727537,-0.277676449,-0.265168302,-1.142228373,-0.265168302,0.970543734,-0.207624731,1.589555945
1.0527,0.056749978,-1.090124804,0.056749978,0.921586078,-0.530628739,-0.936590079,-0.530628739,-0.623913517,0.202780361,-0.883994095
1.0532,0.454940633,-0.196940974,0.454940633,0.567955806,0.081450284,0.4255505,0.081450284,-2.060805048,0.766273068,-1.52081482
1.0537,0.042364085,0.990251021,0.042364085,-0.804545295,0.154736908,-0.605010716,0.154736908,0.533212059,0.348539313,-0.999034345
1.0542,0.223409189,0.199452399,0.223409189,-0.108556154,0.638700056,0.103327006,0.638700056,1.511632647,-0.361526641,0.54597653
1.0547,0.461997863,0.00099104,0.461997863,0.26222438,0.714700999,1.451649214,0.714700999,0.135259503,-0.273854125,2.417334869
1.0552,-0.335740607,-0.987450303,-0.335740607,0.240229446,-0.106923482,-0.435275566,-0.106923482,0.4268632,-0.300454455,0.995045904
1.0557,-0.422870259,-1.627268599,-0.422870259,0.643383716,-0.427756034,-0.397759765,-0.427756034,-0.879431488,-0.134338108,-2.021206056
1.0562,0.06679296,0.378260279,0.06679296,-0.227949308,-0.117509327,0.919078715,-0.117509327,-1.743691413,1.18509255,-1.615321401
1.0566,0.161794138,0.666944216,0.161794138,-0.2465462,-0.30534023,-0.360520947,-0.30534023,1.12365876,0.650643061,-0.122721854
1.0571,0.178894351,0.790964869,0.178894351,-0.225376153,-0.066480123,-0.131653015,-0.066480123,1.65005976,-0.184824448,-0.369255142
1.0576,0.869960069,1.084339051,0.869960069,0.285087292,0.28800999,1.015585728,0.28800999,-0.573262996,-0.341712109,1.915435615
1.0581,0.067335823,0.146567122,0.067335823,0.248269016,-0.231510742,-0.672015968,-0.231510742,-0.45770495,0.016849483,1.000967184
1.0586,0.200880338,-0.418478089,0.200880338,0.746328377,-0.442141927,-0.88694858,-0.442141927,-0.550400084,-0.291497201,-1.591137712
1.0591,0.325196166,1.232721893,0.325196166,-0.386075214,0.171022824,0.424719552,0.171022824,-0.784126264,0.638157192,-0.717816637
1.0596,-0.186995904,0.331302436,-0.186995904,-0.284786482,0.463083591,-0.245886938,0.463083591,1.106859383,0.175637167,0.673911876
1.0601,0.104250567,-0.065090936,0.104250567,0.185436022,0.544784605,0.005293508,0.544784605,1.061115092,-0.369398167,-0.126931995
1.0605,-0.137866723,0.610131936,-0.137866723,-0.70358898,0.159894115,0.567451942,0.159894115,-0.569643342,-0.312668892,1.747719363
1.061,-0.560757685,-1.781264962,-0.560757685,0.586811244,-0.219296305,-0.769877121,-0.219296305,-0.351817781,0.184865853,0.571237375
1.0615,-0.002422185,-0.955683437,-0.002422185,0.418577395,-0.60065818,-0.120068973,-0.60065818,-0.786797913,0.083078876,-1.886746223
1.062,0.067607255,0.440322924,0.067607255,-0.514554436,-0.172881443,0.249986399,-0.172881443,-0.069127788,0.537998806,-0.744302362
1.0625,-0.039608361,-0.884763492,-0.039608361,0.424954879,0.272266938,0.127510695,0.272266938,1.01103091,0.1368224,0.01440317
1.063,0.083350308,0.885736123,0.083350308,-0.715426723,0.253538134,0.837307194,0.253538134,0.287549641,-0.507557024,-0.079512515
1.0635,-0.270868373,0.110904028,-0.270868373,-0.404973743,0.076293077,0.100206331,0.076293077,0.010615389,0.114022117,1.472170572
1.064,-0.890547491,-1.750144389,-0.890547491,0.427300267,-0.430741786,-0.308398911,-0.430741786,-0.45153061,0.461726431,0.290567478
1.0645,0.056207114,-0.121730871,0.056207114,0.254652657,-0.476070919,-0.161400984,-0.476070919,-0.648795556,0.216894822,-2.188097514
1.0649,0.485883874,0.364355735,0.485883874,0.434699626,-0.230696446,-0.391444554,-0.230696446,0.177279491,0.570299207,-0.563524826
1.0654,0.081450284,1.005903635,0.081450284,-0.406087956,0.1886659,-0.078207617,0.1886659,0.437771406,0.473940869,0.97260413
1.0659,0.786359031,2.28894404,0.786359031,-0.702050012,0.414497274,0.218004101,0.414497274,0.120559278,-0.421241668,0.685809832
1.0664,0.028792488,0.553011897,0.028792488,-0.197483893,0.198166018,-0.169716628,0.198166018,0.047519847,-0.487471061,1.157111704
1.0669,-0.553971886,-1.694175369,-0.553971886,0.786181498,-0.161481302,-0.358021945,-0.161481302,-0.202094642,-0.220924896,0.181048421
1.0674,-0.277111308,-0.599975781,-0.277111308,0.154718217,-0.064851531,-0.12362051,-0.064851531,-0.401218661,-0.053994254,-1.226480431
1.0679,-0.398712817,-0.6825167,-0.398712817,-0.023968305,-0.165281349,0.049106055,-0.165281349,-0.091332021,0.345282129,-0.042501438
1.0684,-0.203824684,0.003410024,-0.203824684,-0.364129527,0.114022117,-0.072021665,0.114022117,0.507979136,-0.566186323,0.324870277
1.0688,0.305924498,1.444324554,0.305924498,-1.021047343,0.064621504,0.617795131,0.064621504,-0.026356783,-0.776817508,-0.441190691
1.0693,-0.097423364,-0.888401201,-0.097423364,0.297903819,-0.281725651,0.061588754,-0.281725651,0.135394932,0.108593478,1.337809223
1.0698,-0.297468703,-1.628198031,-0.297468703,0.690217596,-0.319183258,-0.325658026,-0.319183258,0.027396298,0.020378098,-0.209657568
1.0703,-0.198124613,-0.441418433,-0.198124613,-0.07937116,-0.24101086,0.508971609,-0.24101086,-0.827309712,-0.155781231,-2.542198668
1.0708,-0.252139569,-0.962275631,-0.252139569,0.422904973,-0.100409115,-0.225143993,-0.100409115,0.243682891,0.414768706,0.257311059
1.0713,0.421554504,0.962232658,0.421554504,-0.233766608,0.389796968,-0.062314951,0.389796968,0.533421359,0.255709589,0.788459712
1.0718,0.396854198,2.077415242,0.396854198,-0.981729783,0.434854669,0.817567542,0.434854669,-0.277171667,-0.402512864,-0.041725886
1.0723,-0.317554667,-0.23165617,-0.317554667,0.061333625,-0.150624024,-0.675592126,-0.150624024,0.603863012,0.260595364,1.265171984
1.0728,-0.360983777,-0.095460577,-0.360983777,-0.099020707,-0.162838461,-0.792915947,-0.162838461,-0.066646971,0.320038959,-0.015658713
1.0732,0.057564274,-0.692007982,0.057564274,0.729996847,0.265752571,0.576770879,0.265752571,-1.495055709,0.101536248,-1.537704625
1.0737,-0.397627089,-0.602216266,-0.397627089,0.20714163,0.453312041,-0.368615004,0.453312041,0.353417481,0.659057452,0.868618577
1.0742,0.280681328,1.429927596,0.280681328,-0.758807159,0.537727375,0.081488439,0.537727375,1.028421251,-0.427484602,0.994338059
1.0747,0.050235611,1.354311251,0.050235611,-1.029560915,0.582785077,0.936085467,0.582785077,0.12617959,-0.886476012,-0.728040386
1.0752,-0.29421152,-1.093688651,-0.29421152,0.29632176,0.564599137,-0.18199005,0.564599137,0.235384775,0.299681564,1.519454639
1.0757,-0.535785946,-1.089589303,-0.535785946,-0.010105279,-0.075437377,0.321004826,-0.075437377,-0.841603649,0.214180503,-0.175262442
1.0762,-0.320268986,-2.211105564,-0.320268986,0.996109074,-0.17668149,0.084381372,-0.17668149,-0.352070172,-0.4538135,-2.982263018
1.0767,-0.109637801,-1.020355877,-0.109637801,0.41949462,-0.112352121,-0.228867875,-0.112352121,0.600717361,0.685657782,0.414274217
1.0771,0.595270946,1.628056575,0.595270946,-0.838334881,0.456840657,0.660382798,0.456840657,0.129275994,-0.072723057,1.138633863
1.0776,-0.242096588,1.286074963,-0.242096588,-1.281810117,-0.132980948,0.383313679,-0.132980948,0.081684941,-0.804774998,-1.375872722
1.0781,-0.298554431,-0.57553973,-0.298554431,0.116557961,-0.112894984,-1.000283846,-0.112894984,0.586792776,0.180522942,1.449464126
1.0786,-0.344697861,-0.823931882,-0.344697861,0.333694064,-0.145738249,0.487976301,-0.145738249,-1.327037315,0.352067928,0.304884419
1.0791,-1.106335883,-1.767261935,-1.106335883,0.358810025,0.266295435,-0.189154675,0.266295435,-0.25360083,-0.33899779,-2.330817594
1.0796,-0.332211992,-0.243935747,-0.332211992,0.039708044,0.296967244,-0.433976824,0.296967244,0.914322148,-0.011108007,1.327123836
1.0801,0.821916615,2.503599669,0.821916615,-0.861954965,0.470955117,0.757942347,0.470955117,0.12152575,-0.23259647,1.405817769
1.0806,0.393597015,1.37220435,0.393597015,-0.431456308,0.230194987,-0.212162725,0.230194987,0.375997222,-1.100092948,-0.240611951
1.0811,0.509227021,0.307592696,0.509227021,0.342496962,-0.024408172,-0.361739672,-0.024408172,-0.262200584,-0.100951979,1.254714339
1.0815,-0.099323387,-0.053174514,-0.099323387,-0.13373983,-0.738274173,0.294986895,-0.738274173,-1.051678966,0.625128459,-0.1549996
1.082,-1.00509177,-2.649778844,-1.00509177,0.850615019,-0.557229069,-1.037504199,-0.557229069,0.6323093,0.277967008,-2.099567609
1.0825,-0.275754148,-1.020602084,-0.275754148,0.310917334,-0.138409587,0.374831845,-0.138409587,-0.12055395,0.357767999,-0.144320369
1.083,0.403097133,1.060376948,0.403097133,-0.536955657,0.061635753,0.845961372,0.061635753,-0.218912486,0.025806737,0.280134454
1.0835,0.179437214,0.118597999,0.179437214,-0.000791443,-0.292040065,-0.69544257,-0.292040065,1.071906337,-0.600386748,-0.091601281
1.084,0.284481375,1.268846624,0.284481375,-0.790485281,-0.00866512,0.32776321,-0.00866512,-0.468249961,0.00246359,0.875106133
1.0845,0.138450992,-0.324580871,0.138450992,0.322404193,-0.190795951,0.631151864,-0.190795951,-1.003706249,0.014949459,-0.449894111
1.085,-0.602829635,-2.214638635,-0.602829635,1.092670096,-0.944833879,-1.224769292,-0.944833879,0.946031049,-0.057251437,-1.620916457
1.0854,0.14659395,-0.034881329,0.14659395,0.276887669,-0.369126735,-0.37405618,-0.369126735,0.08097086,0.579799325,0.657803779
1.0859,0.159079819,1.263934793,0.159079819,-0.555552549,0.227480668,0.923688942,0.227480668,-1.180521385,0.045621268,0.977202047
1.0864,-0.030651107,1.088450709,-0.030651107,-0.595190215,-0.502399818,-0.938264287,-0.502399818,0.812374737,-0.093080453,-0.140024056
1.0869,0.764373044,1.691220997,0.764373044,-0.253650077,-0.42015594,-0.751873229,-0.42015594,0.599418472,0.498912607,1.209313756
1.0874,0.392511287,-0.220269093,0.392511287,0.740966612,-0.094437613,0.898698925,-0.094437613,-1.300222333,0.492669673,-0.413147706
1.0879,-0.2396537,-1.392664043,-0.2396537,0.92350671,-0.145195385,-0.821352863,-0.145195385,0.366880375,-0.109637801,-1.453661843
1.0884,0.45032629,0.520931117,0.45032629,0.089342847,-0.030651107,-0.084202759,-0.030651107,0.195519342,0.11863646,0.788785936
1.0889,-0.078965992,0.793297681,-0.078965992,-0.680018143,0.482355259,1.200290267,0.482355259,-0.530849032,0.182694398,0.845118113
1.0894,-0.027122492,-0.084633622,-0.027122492,-0.009378886,0.06407864,-0.304022581,0.06407864,1.009805891,-0.312940324,-0.222731163
1.0898,0.547227492,0.649968239,0.547227492,-0.057056121,-0.261639687,-0.121570836,-0.261639687,0.320237326,0.031506807,-0.471763453
1.0903,-0.080866016,-1.20120112,-0.080866016,0.709583972,-0.407941503,0.4706741,-0.407941503,-1.071864073,0.004363613,-0.975275364
1.0908,-0.222282056,-1.322261134,-0.222282056,0.666954553,-0.337369198,-0.8299578,-0.337369198,-0.017609288,-0.147909705,-0.807072853
1.0913,0.431054622,0.986176295,0.431054622,-0.378546581,0.22503778,0.154956627,0.22503778,-0.209216987,-0.283354242,0.953418445
1.0918,-0.04232268,0.295910171,-0.04232268,-0.194024292,0.62105698,0.897307855,0.62105698,0.000532069,-0.371298191,0.65106386
1.0923,0.153379748,0.314671149,0.153379748,0.024786208,0.519541435,-0.440593639,0.519541435,1.414819234,-0.322711874,-0.037903521
1.0928,0.763287316,0.983406465,0.763287316,0.191807351,0.367268117,0.238907081,0.367268117,-0.114551974,0.678600551,-0.001963445
1.0933,0.037206878,-0.592324897,0.037206878,0.707607937,0.16477989,0.259662336,0.16477989,-1.090510212,0.594728082,-0.335063136
1.0938,-0.103666298,0.257588042,-0.103666298,-0.115075223,-0.185367312,-0.931487437,-0.185367312,0.049391232,0.145779654,-0.730902543
1.0942,0.178351487,1.396849677,0.178351487,-0.686106301,0.439469012,0.206974025,0.439469012,-0.115949357,-0.099051956,0.910116777
1.0947,0.280681328,-0.417351692,0.280681328,0.766316497,0.483983851,0.932373896,0.483983851,0.071989441,0.056207114,1.16153112
1.0952,0.563241977,0.562780162,0.563241977,0.239262974,0.197894586,-0.573508522,0.197894586,1.455731165,-0.006493664,0.175225624
1.0957,0.493483968,0.790983335,0.493483968,-0.052026773,-0.380255445,0.30512447,-0.380255445,-0.423342868,0.136279536,-0.628037232
1.0962,0.225852076,-0.664814412,0.225852076,0.666474395,-0.448384862,-0.064346159,-0.448384862,-1.080839336,0.614814045,-1.038316682
1.0967,0.079007397,0.685114297,0.079007397,-0.527383275,-0.125652286,-0.629335974,-0.125652286,-0.21749048,0.18025151,-0.266802228
1.0972,-0.083580335,-0.335112378,-0.083580335,0.025531069,0.368353844,1.011363277,0.368353844,-0.264016567,-0.217396281,0.080263559
1.0977,-0.546643224,-1.233017228,-0.546643224,0.252448854,0.309453113,0.298550742,0.309453113,1.321847087,-0.670959052,0.598375549
1.0981,0.322481847,-0.119459611,0.322481847,0.275040907,0.221780597,-0.399877146,0.221780597,1.221364774,-0.376998262,0.193155653
1.0986,-0.114252144,0.147367294,-0.114252144,-0.24496414,-0.507285593,0.568295201,-0.507285593,-1.47602175,-0.554243318,-0.250010906
1.0991,-0.0059508,-0.198596716,-0.0059508,0.120473096,-0.605815387,-1.216268993,-0.605815387,-0.681889528,-0.126195149,-0.725670643
1.0996,0.294524357,1.243659642,0.294524357,-0.58768005,-0.574600714,-0.526981542,-0.574600714,-0.43612246,-0.002422185,0.413283233
1.1001,-0.157409823,-0.228867875,-0.157409823,0.067920409,0.47692662,0.62874519,0.47692662,0.124696025,-0.06322294,0.481654935
1.1006,-0.412555846,-0.847943226,-0.412555846,0.293336162,0.351525064,0.089951807,0.351525064,1.415225522,-0.084937495,0.126495091
1.1011,-0.000793593,0.45113757,-0.000793593,-0.296174847,0.492941105,-0.105013411,0.492941105,0.706635309,-0.190524519,0.395974877
1.1016,-0.363155233,-0.297338059,-0.363155233,-0.091375113,0.269009754,0.750439186,0.269009754,-1.478096279,0.112936389,-0.416834657
1.1021,-0.260011096,0.097214916,-0.260011096,-0.314371607,-0.378083989,-0.508171323,-0.378083989,-0.497016354,-0.14166677,0.066679085
1.1025,0.208480432,0.840298609,0.208480432,-0.487973377,-0.19758175,-0.609337805,-0.19758175,0.506427856,-0.084394631,0.09805202
1.103,-0.251325274,-0.872711656,-0.251325274,0.327261177,0.821916615,1.234451497,0.821916615,-0.212356482,-0.186995904,0.115335755
1.1035,0.06679296,-0.759450252,0.06679296,0.490779628,0.521984322,0.534731023,0.521984322,0.772749384,-0.040422657,0.106995491
1.104,0.042092653,0.411849077,0.042092653,-0.435014403,-0.538228834,-0.766854929,-0.538228834,1.10215014,-0.21576769,-0.269141195
1.1045,-0.540128857,-0.783498527,-0.540128857,-0.100110296,-0.275211284,-0.066198868,-0.275211284,-1.140274288,-0.030108243,-0.542652622
1.105,-0.269239782,-0.016908214,-0.269239782,-0.411221954,-0.257568208,0.207835749,-0.257568208,-1.689464329,-0.149266864,0.17422233
1.1055,-0.194324566,0.042489241,-0.194324566,-0.322620476,-0.549900407,-0.917182807,-0.549900407,0.753481502,-0.472270872,0.003299231
1.106,-0.773017461,-1.390146576,-0.773017461,0.199859232,0.243766584,0.085643184,0.243766584,1.004148644,-0.315111779,0.150266383
1.1064,-0.402784296,-0.09871051,-0.402784296,-0.378066423,0.617256933,1.105445151,0.617256933,-0.122751596,-0.03255113,0.723208685
1.1069,-0.05915146,0.258148163,-0.05915146,-0.253169919,0.015492323,-0.58146101,0.015492323,0.461329932,0.073578758,-0.353731787
1.1074,-0.205724708,-0.421309471,-0.205724708,0.149756583,-0.513799959,-0.404641252,-0.513799959,-0.587636959,-0.043408408,-0.475401162
